#1.2																								
12618	23																							
NAME	description	Control_12	Control_13	Control_16	Control_20	Control_25	Control_7	Control_35	Control_38	Cyp7a1_2	Cyp7a1_5	Cyp7a1_17	Cyp7a1_19	Cyp7a1_24	Cyp7a1_26	Cyp7a1_28	Cyp8b1_3	Cyp8b1_4	Cyp8b1_6	Cyp8b1_10	Cyp8b1_18	Cyp8b1_27	Cyp8b1_30	Cyp8b1_34
Cdk14	NA	30.24951	51.0738	41.98332	26.15094	37.3959	52.2614	28.1845	15.35743	41.9469	52.35601	23.9226	39.25857	222.4982	41.8847	34.36621	56.61612	40.73012	33.13891	38.62803	35.46322	47.67926	34.0003	36.94549
Kcnab2	NA	22.44319	20.23679	18.75851	14.64453	25.2675	35.3533	15.45601	15.35743	21.84734	21.815	16.64181	19.62928	59.99952	31.02571	18.50488	35.38507	17.3103	18.4105	18.02641	13.97036	20.13124	14.25819	28.25244
Psmc2	NA	1658.844	1792.401	1785.631	1929.939	2053.742	1674.67	1671.977	1726.175	1577.378	1617.801	1922.129	1673.942	1745.819	1811.901	1891.904	1622.995	1789.071	1931.262	1714.226	1617.338	1891.277	1718.66	1782.077
Xrcc2	NA	31.22531	52.03745	38.41027	48.11773	35.3745	37.65895	27.27532	27.64338	26.21681	37.52181	24.96272	42.53012	29.99976	34.90392	30.84147	37.74408	34.62061	40.50311	40.34483	22.5675	33.90525	40.58101	24.99254
Rpl22	NA	1448.074	1443.558	1425.646	1610.898	1520.093	1443.337	1439.228	1313.06	1641.172	1524.432	1435.356	1534.356	1495.821	1493.888	1490.965	1547.507	1536.544	1380.788	1454.989	1529.217	1462.164	1555.24	1415.882
Acot7	NA	493.7501	502.0651	512.7325	588.9192	537.6924	549.5132	468.2263	517.5454	561.0398	504.3629	577.2628	537.6243	456.663	580.1807	580.7008	460.006	534.5829	543.1099	436.0675	501.8583	440.7683	588.973	558.5289
Prkag2	NA	697.6904	621.5585	867.3576	960.2626	767.1213	707.0659	801.8944	985.9471	920.2101	866.4919	1022.431	948.7487	749.9939	756.2516	987.8081	681.7524	849.2231	836.7574	843.8078	795.2358	789.3567	901.5564	856.2662
Rheb	NA	645.9735	706.3603	644.9353	661.0958	717.597	675.5554	724.6143	580.5109	798.7389	671.9021	625.1081	644.4948	757.4939	748.4951	765.7496	736.0095	703.6129	754.8307	672.9861	728.608	674.9264	701.9417	573.7418
Nol9	NA	495.7017	505.9197	457.3502	422.5992	484.1253	462.6671	441.8602	445.3655	360.0442	509.5985	512.7758	520.176	458.3296	445.2189	470.5527	471.801	423.5933	414.2363	521.9076	679.1744	524.4719	469.4235	504.1973
Smarcd3	NA	40.00742	39.50992	41.09006	31.38113	16.1712	33.04765	38.18545	52.21527	62.04645	59.33681	36.40396	39.25857	34.99972	48.86549	33.48502	51.89811	32.5841	29.45681	38.62803	36.53786	38.14341	31.80673	45.63855
Zbtb48	NA	319.0836	299.6972	374.2768	447.7041	348.6915	321.2539	370.0352	406.9719	340.8185	372.6003	365.0797	340.2409	244.998	340.5071	352.4739	396.3128	399.1552	429.8853	399.1563	343.8858	341.1716	404.7133	434.6529
Abcf2	NA	968.9603	974.2568	963.8299	929.9275	1052.139	1013.717	888.2663	975.1969	843.3074	968.5861	1071.317	974.9211	930.8258	874.1492	1037.154	997.8591	993.815	960.1078	1124.505	1071.419	1046.825	934.4599	1064.9
Nub1	NA	1172.901	1105.314	1239.848	1192.483	1266.407	1141.297	1189.204	1251.631	1042.555	1215.532	1320.944	1312.981	1073.325	1230.945	1268.025	1196.015	1230.05	1224.299	1229.23	1272.377	1248.137	1225.108	1340.904
Vamp3	NA	227.3593	235.1322	184.9053	224.8981	279.9639	213.6569	268.2073	156.6458	250.8075	233.8568	215.3034	222.4652	307.4975	227.2633	232.6328	195.7974	247.4355	218.1645	200.0073	204.1822	250.0512	274.196	209.72
Per3	NA	861.6233	549.2842	766.4189	1052.314	831.8061	662.49	601.8754	883.0523	817.0906	834.2057	663.5922	647.7664	666.6613	806.6683	773.6802	813.8567	1102.768	833.0753	781.1445	594.2776	887.8938	996.9766	908.4245
Tmub1	NA	149.296	139.7302	161.6805	216.5298	201.1293	149.8672	176.3804	204.2538	175.6526	174.52	162.2577	167.9394	157.4987	161.3337	153.3261	143.8993	199.5776	200.6745	208.5913	173.0175	157.8713	151.3562	207.5467
Fastk	NA	971.8876	863.4363	876.2902	854.6128	852.0201	914.5744	813.7137	976.7326	898.3627	899.6507	1012.03	880.0462	766.6605	826.0594	887.3531	868.1138	844.1318	836.7574	905.6126	860.7891	814.7856	948.7181	1029.041
Ube4b	NA	2032.572	2006.333	2154.548	2127.641	2041.614	2035.889	2242.031	2291.329	2178.617	2363.001	2183.198	2311.893	1869.152	2289.697	2261.12	2021.667	2153.605	2285.664	1970.888	2327.677	1936.838	2124.47	1933.119
Pgd	NA	954.3234	1558.233	871.8239	1232.232	985.4325	1779.962	1047.372	1027.412	1744.292	1113.438	1206.531	930.21	1933.318	1628.074	1337.638	1436.634	1336.966	1533.595	1019.78	1173.51	1436.735	1565.111	1257.233
Slc4a2	NA	864.5506	848.9814	797.6831	801.2649	796.4316	853.0904	752.7988	830.837	1018.086	822.8619	784.2454	892.0419	808.3268	860.1877	810.69	943.602	817.6572	824.7906	879.8606	782.3401	764.9873	842.3301	921.4641
Park7	NA	2410.203	2380.232	2495.774	2520.951	2557.071	2467.814	2324.766	2641.478	2248.529	2163.176	2368.338	2258.458	2049.15	2283.492	2319.278	2328.338	2292.088	2314.2	2261.027	2023.553	2228.211	2486.409	2682.895
Errfi1	NA	25088.56	21799.84	29082.83	12311.86	29117.26	26159.13	20143.73	32267.5	23571.54	27822.85	39135.3	36047	24806.47	24880.29	32675.21	19362.71	31533.26	32009.42	29949.6	38881.66	31891.07	31879.12	29466.2
Cdk5	NA	384.4616	419.1906	397.5017	401.6785	433.5903	376.5895	418.2216	408.5077	401.1172	397.0331	422.286	427.4822	374.997	375.411	370.0976	424.6209	350.2791	405.9516	395.7227	394.394	347.5288	372.9065	404.2272
Abcb1b	NA	41.959	55.89208	41.98332	26.15094	33.3531	26.1307	42.73134	33.78635	27.9646	23.5602	32.24351	33.80599	22.49982	28.69878	21.14843	42.46209	31.56585	23.93366	36.05283	42.98572	26.48848	17.54854	20.64601
Abcb8	NA	958.2266	804.6532	745.8739	848.3365	717.597	886.9066	707.34	827.7656	868.6503	864.7467	977.7064	804.8006	744.1607	900.5211	840.6503	875.1908	697.5034	817.4264	783.7197	804.9076	815.8452	976.1377	910.5978
Dffa	NA	434.2269	469.3007	470.7492	403.7705	494.2323	425.7767	456.407	509.8667	478.0199	471.2041	584.5436	547.4389	441.6631	484.7766	484.6516	495.391	491.8162	449.2163	539.0756	466.3951	445.0065	461.746	506.3706
Pex14	NA	1653.965	1436.812	1723.103	1240.601	1306.835	1611.649	1291.941	1460.492	1409.591	1396.16	1578.892	1512.545	1254.157	1455.106	1357.025	1651.303	1277.908	1494.012	1636.112	1348.677	1282.042	1539.885	1766.864
Slc2a5	NA	270.2941	344.989	278.6978	419.4611	376.9911	275.9094	330.0314	325.5775	332.9535	431.9371	241.3063	318.4306	233.3314	335.8533	304.0087	365.6458	373.6989	427.1237	334.7762	385.7968	339.0525	375.1001	278.1778
Casz1	NA	42.93479	45.29186	35.73049	43.93358	30.321	63.02109	48.1864	61.42973	59.42477	45.37521	41.60453	35.98702	39.99968	56.62191	25.55436	87.28318	42.76663	26.69523	40.34483	47.28429	41.32203	41.67779	41.29202
Nos3	NA	188.3276	146.4758	136.6691	82.63698	123.3054	149.8672	110.9196	102.8948	119.7234	108.2024	183.0599	148.3101	156.6654	119.449	105.7422	110.8732	77.38724	92.05252	120.1761	138.6289	123.9661	118.4527	109.7498
Masp2	NA	7152.547	6637.666	7026.4	8052.398	6857.599	6426.615	6745.187	8031.937	6790.154	7905.757	7877.818	7788.464	6282.449	6911.751	7655.733	7185.529	7054.458	6839.502	7356.493	7597.726	6826.611	7729.036	7515.148
H6pd	NA	12021.74	12476.46	13307.82	14327.58	13509.02	12153.85	13330.36	13325.64	11766.98	13510.47	9036.504	8982.578	10143.25	11083.16	10033.17	13493.51	12575.43	13627.46	12450.24	12975.24	11842.47	10630.03	12410.43
Slc25a33	NA	430.3237	458.7005	394.8219	404.8166	311.2956	332.7821	470.9539	390.0788	491.1283	367.3647	277.7102	348.9651	286.6644	357.5713	311.9394	301.9526	214.8514	315.7401	248.0778	334.214	318.9213	269.8088	302.0837
Klhl7	NA	259.5604	293.9153	306.3889	253.1411	275.9211	278.9836	310.0295	242.6474	354.8008	341.1866	356.7588	353.3271	326.664	362.2251	360.4046	283.0806	323.8045	309.2965	297.0066	301.9747	277.5993	330.132	260.7917
Ctnnbip1	NA	294.6888	241.8778	280.4843	245.8189	255.7071	239.019	269.1165	282.5767	188.761	273.1238	232.9854	209.379	191.6651	191.5837	192.0983	221.7465	238.2712	230.1313	254.945	207.4061	230.9795	235.8085	253.1853
Lzic	NA	90.74854	98.29297	120.5904	103.5577	117.2412	107.597	93.64527	99.82331	95.25441	115.1832	109.2119	111.2326	100.8325	93.85276	96.04914	110.8732	129.3181	111.3835	130.4769	135.405	117.6088	114.0655	94.537
Mtor	NA	2006.226	1874.312	1669.507	1453.992	1644.409	2172.691	1526.509	1696.996	1853.529	1932.809	2190.478	2287.902	2030.817	2091.133	1980.022	1979.205	1616.986	1593.429	1930.543	1902.118	1801.217	1800.919	1828.802
Nmnat1	NA	346.4057	344.989	356.4116	389.126	435.6117	386.5806	343.669	344.0065	364.4137	316.7538	361.9594	295.5298	356.6638	394.0265	333.969	474.16	391.0092	410.5542	392.2891	288.0043	382.4936	342.1966	385.7544
Fam126a	NA	249.8024	251.5144	225.9953	121.3404	177.8832	324.3281	210.02	208.8611	356.5486	342.0592	379.6413	427.4822	434.9965	432.8086	392.1272	271.2856	241.326	277.9986	214.6001	206.3315	243.694	234.7118	203.2002
Tomm7	NA	532.7818	524.2292	554.7158	629.7147	550.8315	568.7269	478.2273	496.045	517.3451	477.3123	603.2657	532.1717	515.8292	542.9498	496.107	589.7512	540.6924	529.302	543.3676	512.6047	484.2094	546.1984	582.4348
Rint1	NA	270.2941	302.5882	285.8439	352.5147	346.6701	312.0313	334.5773	290.2555	320.719	330.7154	317.2345	323.8832	349.9972	302.5006	362.1669	297.2346	323.8045	356.2433	331.3426	328.8408	349.6479	303.8091	281.4377
Fbxo44	NA	115.1433	98.29297	87.53969	76.36075	62.6634	86.07759	89.09938	121.3237	94.38052	102.0942	114.4125	83.96972	76.66605	79.11555	92.5244	73.12915	74.33248	53.39046	78.11445	92.4193	74.16774	95.4202	76.06425
Mad2l2	NA	268.3425	275.6058	258.1528	252.0951	238.5252	259.0013	241.8412	314.8273	252.5553	226.876	252.7475	262.8143	237.4981	223.3851	226.4645	235.9005	217.9062	231.9723	273.8298	225.675	233.0986	229.2278	212.9799
Kmt2e	NA	1179.731	1213.244	1408.674	1352.527	1294.707	1170.502	1180.112	1458.956	1104.602	1241.71	1341.746	1426.395	1361.656	1224.74	1276.837	1210.17	1316.601	1238.106	1307.344	1504.5	1391.175	1283.237	1288.746
Agtrap	NA	235.1656	218.75	211.7031	174.6883	171.819	218.2682	230.931	191.9679	185.2655	172.7748	202.8221	149.4007	229.1648	191.5837	188.5735	219.3875	208.7419	192.3898	169.1049	209.5554	163.169	194.1308	214.0665
Mthfr	NA	343.4784	408.5904	323.3609	190.3789	217.3005	285.9006	308.2111	288.7197	290.1327	287.958	356.7588	442.7494	289.1643	271.4749	300.484	254.7725	227.0704	182.264	234.3434	365.3786	225.6818	273.0992	216.2398
Orc5	NA	272.2456	255.369	234.9279	234.3124	300.1779	263.6126	260.0247	231.8972	267.4115	212.0418	197.6215	225.7368	287.4977	217.1799	238.8011	273.6446	295.2934	293.6475	214.6001	267.5861	274.4206	289.551	173.8611
Dnajc2	NA	343.4784	301.6245	302.8159	320.0875	341.6166	351.2273	381.8545	347.078	307.6106	360.3839	354.6786	353.3271	378.3303	347.4879	408.8697	360.9277	363.5164	336.9122	341.6434	408.3643	389.9104	348.7773	339.0292
Clcn6	NA	100.5065	142.6212	92.89927	107.7419	109.1556	131.422	89.09938	110.5735	148.5619	107.3298	105.0514	100.3275	151.6654	116.3464	135.7025	136.8223	95.71579	100.3372	92.70726	151.5247	134.5615	138.1948	145.6087
Pmpcb	NA	2849.309	3092.374	2915.608	3113.008	3181.684	2998.113	2986.648	2776.624	2872.489	2784.467	2964.323	2871.328	2973.309	3131.269	3161.691	2892.14	2875.547	3115.978	2806.112	2406.126	3035.58	3109.382	2530.766
Mfn2	NA	5332.697	4902.121	5490.883	5078.513	4938.28	5194.629	4816.822	5402.744	4844.867	5027.049	5941.127	5784.096	4309.132	4702.721	5097.654	4333.492	4420.237	4683.632	4757.256	4468.366	4363.182	4885.076	4836.6
Miip	NA	424.469	284.2787	321.5744	463.3947	342.6273	374.2838	337.3048	468.4017	344.3141	387.4345	353.6385	320.6116	359.1638	358.3469	340.1373	393.9538	378.7902	377.4153	402.5899	332.0647	344.3502	401.4229	431.393
Dffb	NA	60.49903	63.60133	65.20814	63.8083	65.6955	62.25254	50.00475	56.8225	55.9292	60.20941	59.28645	58.88785	49.16627	65.15398	59.92056	44.82109	77.38724	53.39046	70.38885	61.25465	56.15558	65.80704	74.97762
Lrrc47	NA	540.5881	635.0497	548.463	524.0649	591.2595	494.9462	583.6919	482.2234	522.5884	575.0435	571.0222	595.4216	513.3292	566.2191	582.4631	627.4953	519.3091	585.454	584.5708	569.5608	508.5788	556.0695	671.5387
Wrap73	NA	92.70013	111.7842	116.1241	147.4913	131.391	109.9026	120.9206	105.9663	119.7234	96.85861	104.0113	101.418	111.6658	94.6284	95.16795	127.3863	132.3729	122.4299	112.4505	106.3897	92.17991	102.0009	128.2226
Tprgl	NA	1002.137	1132.296	1121.937	927.8354	988.4646	1077.507	973.7289	889.1953	1171.018	1000.872	1058.835	1032.718	1175.824	1019.97	1133.204	1056.834	975.4865	1076.094	1090.169	980.0744	1017.158	1085.816	961.6695
Arhgef16	NA	212.7224	302.5882	160.7872	179.9185	149.5836	260.5384	180.0171	188.8964	238.573	199.8254	146.656	129.7714	189.1651	200.1158	144.5143	285.4396	173.103	151.8867	206.8745	203.1075	210.8483	245.6796	190.1606
Acap3	NA	128.8044	155.1487	136.6691	120.2943	146.5515	133.7277	113.6472	113.645	129.3363	123.9092	117.5328	112.3231	128.3323	110.9169	113.6728	160.4123	104.8801	127.0325	139.9193	132.1811	94.29899	100.9041	118.4429
Cpsf3l	NA	362.0184	404.7358	323.3609	376.5736	406.3014	364.2927	353.67	350.1494	398.4955	336.8236	380.6814	371.8659	365.8304	390.9239	359.5234	316.1067	372.6806	389.3822	363.1035	384.7222	360.2433	364.1323	372.7148
Atad3a	NA	1688.118	1311.537	1455.124	1430.98	1246.193	1399.529	1157.383	1423.634	1374.635	1404.014	1826.439	1751.368	1160.824	1396.932	1535.905	1446.07	1316.601	1387.231	1548.555	1609.815	1368.925	1638.595	1644.074
Ssu72	NA	838.2043	749.7248	837.8799	835.7841	843.9345	751.6418	771.8916	818.5511	763.7831	767.8881	814.4087	830.973	786.6603	794.2581	889.1154	783.1896	776.9271	773.2412	843.8078	785.564	785.1185	782.0069	843.2266
Pex10	NA	129.7802	124.3117	143.8152	116.1102	123.3054	134.4962	113.6472	164.3245	130.2102	120.4188	151.8565	125.4093	119.999	112.4682	167.4251	139.1813	142.5554	118.7478	155.3705	154.7486	123.9661	150.2594	140.1756
Rer1	NA	2000.371	2166.3	1994.654	1771.988	2135.609	2125.041	2118.383	1629.423	2244.159	2145.724	1888.846	1945.48	2242.482	2133.017	2024.963	2028.744	1993.74	2065.659	1769.164	1982.716	1943.195	1956.663	1659.287
Morn1	NA	80.01485	40.47358	54.48899	46.02566	31.3317	56.87269	57.27817	61.42973	41.9469	48.86561	67.60736	64.34043	55.83288	41.10906	52.87109	61.33413	46.83964	42.34416	60.94644	47.28429	42.38157	62.51668	51.07171
Ski	NA	1014.822	914.5101	919.1668	731.1803	774.1962	803.1347	868.2644	1004.376	837.1902	827.2249	938.1821	952.0203	903.326	815.976	815.0959	917.6529	926.6103	840.4395	870.4182	1085.389	1007.622	953.1052	857.3528
Prkcz	NA	559.1281	595.5398	522.5584	413.1849	570.0348	601.006	645.5159	555.939	646.6813	758.2895	606.386	697.9301	595.8285	781.8478	750.7694	608.6233	596.6963	620.434	716.7645	772.6683	558.3771	590.0698	560.7022
Pank4	NA	281.0277	279.4604	303.7091	316.9494	280.9746	245.936	277.2991	290.2555	241.1947	260.9074	276.6701	271.5384	218.3316	280.7826	264.3554	304.3116	309.5489	258.6676	280.697	277.2579	274.4206	278.5831	345.549
Fam213b	NA	129.7802	106.9659	91.11274	98.32754	84.8988	137.5704	74.55254	67.5727	96.12831	77.66141	92.57008	110.1421	122.499	82.99376	95.16795	127.3863	77.38724	82.84727	114.1673	78.44894	93.23945	106.388	146.6953
Mib2	NA	461.549	568.5574	671.7331	482.2234	479.0718	591.7834	494.5925	474.5446	635.3207	549.7381	513.8159	452.564	481.6628	576.3025	462.622	646.3673	584.4773	637.0034	531.35	522.2765	443.9469	516.5852	548.7492
Mmp23	NA	66.35377	69.38327	53.59573	23.01283	37.3959	76.85499	63.64241	49.14378	62.04645	61.08201	28.08306	62.1594	79.16603	71.35912	29.96028	61.33413	48.87615	31.29786	42.06163	51.58286	48.7388	46.06493	29.33907
Cdk11b	NA	1097.765	1155.424	1213.05	994.7818	1105.706	1239.671	1077.375	1088.842	1095.863	1019.197	1113.961	996.7314	1100.824	1143.297	1050.372	1148.835	943.9206	1167.226	1114.204	957.5069	1095.563	1067.171	1188.776
Nadk	NA	6051.855	6446.862	6426.128	5693.583	6909.145	6431.994	6053.303	5530.211	7387.024	6695.461	6724.332	6504.927	6119.951	6672.854	6853.855	6204.183	6204.216	6628.702	5522.091	5502.172	5715.154	6066.312	5583.116
Gnb1	NA	1840.341	2020.788	1782.951	1593.115	1819.26	2068.936	1782.897	1735.39	2056.272	1835.078	1777.554	1715.381	2143.316	1947.639	1794.973	1865.973	1639.387	1690.084	1818.951	1767.788	1839.36	1854.662	1855.968
Mrpl20	NA	661.5862	624.4495	586.8732	573.2286	587.2167	567.1898	620.9681	623.5117	596.8694	545.3751	699.9962	671.7577	526.6624	653.0911	636.2154	603.9053	543.7472	564.2819	632.6412	599.6508	604.9969	630.6508	659.5857
Ccnl2	NA	1726.174	1537.032	1741.861	2173.666	1717.179	1391.844	1552.875	1825.999	1920.818	1773.996	1760.912	1683.756	1594.154	1804.92	1826.696	1875.409	1955.046	1782.137	1780.323	1854.834	1751.418	1725.241	1870.094
Mxra8	NA	304.4467	318.9703	236.7145	247.9109	214.2684	292.049	228.2035	242.6474	269.1593	230.3664	255.8679	286.8057	259.1646	248.2056	207.9596	250.0545	183.2856	179.5024	225.7594	236.4215	241.5749	239.0989	199.9403
Dvl1	NA	1414.897	1334.664	1381.877	1124.49	1130.973	1238.902	1236.481	1197.88	1341.427	1308.028	1338.626	1287.899	1080.825	1247.233	1223.966	1500.327	1202.557	1353.172	1295.327	1449.693	1205.756	1239.366	1444.134
Cptp	NA	420.5658	399.9175	406.4343	388.08	414.387	428.8509	380.9453	400.829	390.6305	396.1605	452.4493	449.2925	382.4969	401.7829	437.9488	363.2868	421.5568	381.0974	478.9875	382.5729	343.2907	364.1323	411.8336
Sdf4	NA	2782.955	2672.22	2878.984	2897.524	2949.223	2742.955	2669.345	2897.947	2754.513	2834.205	2831.188	2692.483	2546.646	2700.012	2646.198	2882.704	2836.853	2799.317	2952.04	2578.069	2588.454	2701.379	2955.64
Cd38	NA	275.173	348.8437	242.9673	235.3585	241.5573	277.4465	265.4798	270.2908	227.2124	279.232	271.4696	221.3747	472.4962	296.2955	301.3652	205.2334	300.3847	259.5881	224.901	276.1833	303.0282	228.1311	256.4452
Prom1	NA	27.32214	42.40089	13.39893	18.82868	20.214	39.19605	26.36614	24.57189	35.82964	34.904	19.76215	34.89651	49.16627	35.67956	17.6237	33.02607	26.47458	23.93366	19.74321	27.94072	48.7388	26.32281	20.64601
Pacrgl	NA	88.79696	71.31059	82.18012	112.9721	98.0379	92.22599	95.46362	96.75182	104.8672	84.64221	78.00849	109.0516	112.4991	92.30147	96.93032	99.07821	85.53326	92.05252	91.84886	91.34466	86.88221	96.51699	90.19047
Adgra3	NA	1121.184	1151.57	1112.111	1199.805	1299.76	1036.005	1150.109	1059.663	897.4888	905.7589	935.0618	973.8306	918.3259	976.5341	986.0457	1073.347	1158.772	1120.279	1128.797	992.9701	1158.076	926.7824	1070.333
Afap1	NA	49.76533	59.74671	53.59573	53.34792	30.321	62.25254	64.55159	62.96547	56.80309	53.22861	32.24351	69.79301	81.66601	72.91041	45.82161	89.64219	57.02217	30.37733	53.22084	49.43358	70.98912	51.54884	30.4257
Ablim2	NA	89.77275	69.38327	100.9386	87.86716	72.7704	86.84614	98.19115	86.00162	72.53318	102.9668	85.28929	99.23694	83.33266	95.40404	79.30663	82.56517	86.55151	65.35729	85.84006	94.56858	72.04866	66.90382	65.19793
Htra3	NA	174.6666	182.1311	100.0454	38.70339	76.8132	181.3778	156.3785	152.0386	177.4004	113.438	208.0226	174.4825	177.4986	183.8273	126.8906	165.1303	79.42374	81.92674	187.1313	149.3754	155.7523	197.4211	104.3167
Trmt44	NA	37.08005	48.18283	50.91594	59.62415	49.5243	52.2614	47.27722	59.89398	50.68584	39.26701	48.88532	41.4396	54.16623	45.76292	51.9899	54.25711	58.04043	54.31099	51.50404	42.98572	57.21512	48.25849	41.29202
Acox3	NA	1161.191	1335.628	1169.28	1126.583	1107.727	1061.367	1114.651	1071.949	1025.077	1184.118	1069.236	1069.796	1019.992	1002.906	1075.927	1026.167	964.2857	1075.173	1143.39	1479.783	1080.73	1014.525	1035.56
Rgs12	NA	143.4412	159.967	199.1975	200.8392	167.7762	166.0068	176.3804	173.539	117.9757	148.342	145.6159	98.14642	139.1655	128.7567	134.8213	195.7974	191.4316	172.1382	180.2641	164.4204	141.9782	153.5498	156.475
Hgfac	NA	4239.811	4061.812	4389.49	5535.631	4518.84	4551.353	4182.216	5066.417	5585.929	6002.616	5899.522	5362.066	4378.298	4766.324	5459.821	6095.669	5822.371	5151.259	5689.479	5549.457	4721.307	5461.984	6290.514
Lrpap1	NA	917.2433	903.9099	917.3802	914.2369	786.3246	856.1646	780.9833	887.6595	900.1105	920.5931	982.907	959.6539	820.8267	819.8543	867.967	1127.604	830.8945	864.3732	947.6743	973.6266	918.6205	965.1699	1049.687
Htt	NA	640.1188	682.2688	600.2722	709.2135	584.1846	627.1367	642.7884	608.1543	599.4911	711.1691	657.3516	660.8526	657.4947	641.4565	642.3837	561.4432	578.3678	660.0166	653.2429	584.6058	586.9847	575.8116	578.0883
Add1	NA	1376.841	1458.012	1338.107	1261.521	1257.311	1626.252	1292.85	1419.027	1424.447	1423.211	1419.755	1419.852	1694.986	1595.497	1397.559	1514.481	1251.433	1240.868	1382.883	1392.737	1237.542	1349.044	1261.58
Pcdh7	NA	22.44319	38.54626	11.61241	11.50641	12.1284	33.04765	28.1845	27.64338	27.9646	23.5602	23.9226	30.53444	29.99976	29.47442	18.50488	44.82109	19.34681	17.48998	21.46001	23.64215	38.14341	29.61317	31.51233
Rnf4	NA	2270.665	2154.736	2345.706	2626.601	2372.113	2200.358	2335.677	2252.935	2116.571	2376.09	2447.386	2442.755	2172.482	2256.344	2389.773	1957.974	2207.573	2427.425	2220.682	2279.318	2261.057	2318.601	2133.059
Nelfa	NA	311.2773	287.1697	312.6418	276.1539	292.0923	266.6868	290.0276	324.0418	216.7256	273.1238	284.991	295.5298	243.3314	259.8403	250.2565	238.2595	220.9609	226.4492	252.3698	309.4972	285.016	265.4217	337.9426
Man2b2	NA	1769.109	1961.041	1752.58	1477.005	1804.099	2056.64	1471.049	1610.995	1732.057	1835.078	1945.012	1761.183	1840.818	1580.76	1758.845	1630.072	1557.927	1362.377	1767.447	1519.545	1433.556	1510.271	1703.839
Evc	NA	88.79696	90.58372	65.20814	47.07169	41.4387	92.22599	56.369	81.39439	96.12831	73.29841	75.92827	83.96972	96.66589	95.40404	66.97004	87.28318	45.82139	35.90048	87.55686	76.29965	68.87005	86.64593	36.94549
Stx18	NA	294.6888	361.3712	336.7598	309.6271	354.7557	418.8597	374.5811	406.9719	363.5398	346.4222	398.3634	380.59	337.4973	392.4752	399.1767	344.4147	339.0783	327.707	357.953	351.4083	379.315	414.5843	392.2742
Zbtb49	NA	70.25694	65.52865	66.1014	57.53207	62.6634	34.58475	70.00666	69.10844	58.55088	61.08201	43.68476	63.24992	56.66621	51.96806	64.32649	40.10308	54.98567	59.83414	59.22964	55.88144	43.44111	70.19417	55.41824
Rab28	NA	194.1824	243.8051	232.2482	200.8392	201.1293	202.1286	270.0257	211.9326	237.6991	260.9074	227.7848	169.0299	214.1649	239.6736	224.7021	150.9763	241.326	253.1444	227.4762	224.6004	234.1582	235.8085	219.4997
Dnajb6	NA	391.2921	387.3899	459.1368	433.0596	428.5368	347.3846	467.3172	445.3655	354.8008	400.5235	481.5724	503.8183	319.9974	408.7637	482.0081	337.3377	368.6076	337.8327	365.6787	427.7079	341.1716	461.746	392.2742
Fosl2	NA	322.9868	332.4615	311.7485	294.9826	185.9688	301.2716	277.2991	265.6836	339.0708	228.6212	256.908	213.7411	268.3312	256.7377	237.0387	228.8235	183.2856	236.575	209.4497	318.0943	208.7292	257.7442	229.2794
Rbks	NA	181.4971	148.4031	184.012	194.563	175.8618	155.2471	177.2896	202.7181	162.5442	151.8324	201.782	193.0213	159.9987	172.9683	177.9993	179.2844	153.7562	170.2972	167.3881	134.3304	158.9309	159.0337	186.9007
Slc4a1ap	NA	295.6646	272.7148	322.4676	285.5683	289.0602	279.7522	284.5725	322.5061	281.3938	294.9388	320.3549	329.3358	268.3312	287.7634	292.5533	235.9005	297.3299	267.8728	293.573	306.2733	277.5993	303.8091	305.3436
Eif2b4	NA	578.6439	609.0309	634.2161	559.6302	630.6768	545.6705	553.689	602.0113	580.2654	539.2669	660.4719	620.5035	559.9955	584.8345	652.9579	537.8531	591.6051	599.2619	635.2164	667.3533	584.8656	539.6177	721.5238
Snx17	NA	380.5584	345.9527	359.0914	311.7192	330.4989	351.9959	321.8488	359.3639	377.5221	350.7853	340.117	367.5038	384.1636	293.9686	292.5533	375.0818	373.6989	360.8459	387.9971	363.2293	294.5519	381.6808	339.0292
Ppm1g	NA	1115.329	1164.097	1163.027	983.2754	1011.711	969.91	1066.465	1128.771	1012.843	956.3697	1125.403	1078.52	1003.325	1006.008	1076.808	1101.655	988.7238	1008.896	1165.708	1242.287	1086.028	1060.59	1230.068
Nrbp1	NA	1059.709	989.6753	1146.055	1260.475	1136.027	1020.634	1129.198	1199.415	963.9048	1040.139	1048.434	908.3996	971.6588	990.4956	1037.154	1012.013	1157.754	1091.743	1203.478	1037.031	1043.646	1041.945	1158.35
Ociad1	NA	1872.543	2088.244	1943.738	1983.287	2151.78	1937.514	2046.558	1747.676	2027.433	1900.523	2144.713	2042.536	2034.15	1948.414	2180.932	1946.179	2033.451	2024.235	1915.95	1997.761	1990.874	2100.341	1810.329
Ociad2	NA	844.059	782.4891	758.3796	880.7637	937.9296	865.3872	748.253	678.7985	819.7123	717.2773	799.8471	796.0765	858.3264	855.5338	852.9868	879.9088	827.8398	790.7311	793.1622	625.4422	813.7261	859.8786	859.526
Sgcb	NA	64.40219	66.4923	58.06204	55.44	45.4815	56.87269	52.73229	55.28675	45.44247	56.71901	49.92544	73.06456	81.66601	79.89119	56.39582	73.12915	54.98567	46.94679	55.79604	51.58286	73.1082	50.45206	60.8514
