#mpa_vOct22_CHOCOPhlAnSGB_202212																			
clade_name	ETV364_1_filtered.fastqd_metagenome	ETV364_12_filtered.fastqd_metagenome	ETV364_15_filtered.fastqd_metagenome	ETV364_16_filtered.fastqd_metagenome	ETV364_17_filtered.fastqd_metagenome	ETV364_20_filtered.fastqd_metagenome	ETV364_21_filtered.fastqd_metagenome	ETV364_29_filtered.fastqd_metagenome	ETV364_3_filtered.fastqd_metagenome	ETV364_30_filtered.fastqd_metagenome	ETV364_32_filtered.fastqd_metagenome	ETV364_33_filtered.fastqd_metagenome	ETV364_35_filtered.fastqd_metagenome	ETV364_36_filtered.fastqd_metagenome	ETV364_37_filtered.fastqd_metagenome	ETV364_38_filtered.fastqd_metagenome	ETV364_50_filtered.fastqd_metagenome	ETV364_7_filtered.fastqd_metagenome	ETV364_8_filtered.fastqd_metagenome
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709|f__FGB72709|g__GGB30300|s__GGB30300_SGB43264|t__SGB43264	0.14001	0.40496	1.2279	0.14628	0.4133	0.35728	1.60466	0.8878	0.9005	0.21097	0.92293	1.66421	1.1855	1.06267	0.44158	1.07683	0.60196	0.57312	1.16825
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41510	0.13579	0.44799	0.26696	1.50225	0.14949	0.04314	0.36834	0.08908	0.13791	0.0585	0.18205	0.36541	0.102	0.28576	0.09432	0.0332	0.12094	0.02904	0.31877
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45536|s__GGB45536_SGB63216|t__SGB63216	0.13537	0.23501	0.20812	0.28412	0.04382	0.02327	0.10124	0.11771	0.12192	0.22951	0.26036	0.00027	0.28679	0.0609	0.18729	0.01802	0.61561	0.12057	0.01461
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28996|s__GGB28996_SGB41712|t__SGB41712	0.12951	0	0.34992	0	0.09351	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28775|s__GGB28775_SGB41428|t__SGB41428	0.12392	0.01957	0	0	0	0	0	0	0	0.10781	0.36917	0	2.10681	0	0.2893	0	0.10115	0.65221	0
k__Bacteria|p__Firmicutes|c__CFGB73217|o__OFGB73217|f__FGB73217|g__GGB28956|s__GGB28956_SGB41665|t__SGB41665	0.1139	0.00984	0.09614	0.05972	0.12061	0.04529	0.10466	0.06765	0.0751	0.01735	0.04353	0.0954	0.10408	0.03033	0.0115	0.06391	0.05292	0.00801	0.04373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30473|s__GGB30473_SGB43557|t__SGB43557	0.10152	0.09011	0.1874	0.12247	0.19197	0.14126	0.26478	0.25151	0.26321	0.1821	0.15418	0.28686	0.17241	0.20537	0.11455	0.25268	0.25824	0.11831	0.25923
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43530|t__SGB43530	0.0923	0.06977	0	1.10286	0	0.1644	0	0.00747	0	0.02832	1.91335	0	1.41442	0	0.15365	0	0.15758	0.27762	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28766|s__GGB28766_SGB41416|t__SGB41416	0.09038	0.16114	0.13709	0.05129	0.30154	0.07815	0.36037	0.151	0.13671	0.09864	0.16983	0.53255	0.1034	0.1692	0.34815	0.09158	0.02985	0.22298	0.33678
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB79804|s__GGB79804_SGB41650|t__SGB41650	0.08212	0.11294	0	0.12303	0.00293	0.01072	0.0422	0.00086	0.00061	0.23359	0.10783	0	0.11232	0.01561	0.49333	0.00666	0.13658	0.23778	0.00781
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB59899	0.07581	0.10093	0.04696	0.08658	0.00837	0.0143	0	0.05804	0.13649	0.12935	0.08045	0.06178	0.10872	0.06763	0.0286	0.16282	0.09543	0.1295	0.02378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB75109|s__GGB75109_SGB102238|t__SGB102238	0.0693	0.00569	0.1584	0.02273	0.01529	0.00271	0.02817	0.02147	0.02575	0.00737	0.04603	0.07441	0.07184	0.02071	0	0.22731	0.03186	0.02101	0.0486
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Schaedlerella|s__Schaedlerella_arabinosiphila|t__SGB7270	0.06646	0.06178	0.12929	0.01429	0.22667	0.17462	0.50122	0.20344	0.11043	0.1821	0.12662	0.10529	0.34805	0.10381	0.03546	0	0.10102	0.10155	0.32476
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB79854|s__GGB79854_SGB41664|t__SGB41664	0.06641	0.00025	0.2048	0	0.34018	0.3208	0.17997	0.08674	0.2204	0.04646	0.05358	0.0852	0.04419	0.13425	0	0.21534	0	0.04861	0.16864
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthellaceae_unclassified|s__Eggerthellaceae_bacterium|t__SGB86230	0.05804	0	0.14847	0	0	0	0	0	0.31747	0	0	0	0	0	0	0	0	0.26804	0
k__Bacteria|p__Firmicutes|c__CFGB76322|o__OFGB76322|f__FGB76322|g__GGB30414|s__GGB30414_SGB43453|t__SGB43453	0.05773	0.04322	0.04969	0.00391	0.03375	0.02159	0.1226	0.03411	0.0267	0	0	0.03306	0.08411	0.03028	0.03238	0.12194	0.15028	0.04136	0.00504
k__Bacteria|p__Firmicutes|c__CFGB76576|o__OFGB76576|f__FGB76576|g__GGB29546|s__GGB29546_SGB42338|t__SGB42338	0.0501	0	0.03782	0	0	0	0	0.00526	0.03416	0	0	0.01248	0.04632	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB28916|s__GGB28916_SGB41612|t__SGB41612	0.04921	0.00145	5.13434	2.3768	0	0	0.05598	0	0	0.05395	5.45494	7.30902	0.14588	0	0.97485	4.46836	0.37108	0.22864	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB79854|s__GGB79854_SGB41662|t__SGB41662	0.04808	0.03858	0	0.08209	0	0	0	0	0	0.01888	0.0072	0	0.01131	0	0.01785	0	0.03447	0.0019	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris|t__SGB7273	0.03493	0.01839	0.00723	0.03788	0.02556	0.00325	0.0021	0.00666	0.02476	0.05518	0.04423	0.00156	0.047	0.00627	0.03275	0.00224	0.04827	0.02194	0.00073
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1XD42_76|t__SGB41647	0.02845	0.03084	0.04515	0.03386	0.12837	0.08794	0.08894	0.11925	0.06414	0.03708	0.04168	0.15636	0.12424	0.08344	0.03894	0.16234	0.04259	0.07567	0.15491
k__Bacteria|p__Firmicutes|c__CFGB75925|o__OFGB75925|f__FGB75925|g__GGB31439|s__GGB31439_SGB44769|t__SGB44769	0.02813	0	0	0	0	0	0	0	0	0.00735	0.19752	0	0	0	0	0	0.36001	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76313|o__OFGB76313|f__FGB76313|g__GGB28927|s__GGB28927_SGB41625|t__SGB41625	0.02698	0.04324	0.02162	0	0	0	0	0	0	0.09417	0.0431	0	0.04027	0.03258	0.04318	0.00612	0.14543	0.05687	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Emergencia|s__Emergencia_sp_1XD21_10|t__SGB41482	0.02533	0.05273	0.0188	0.13817	0	0.05483	0.02804	0.24811	0.08596	0.1921	0.1182	0.07093	0.10073	0.16124	0.06601	0.35235	0.08759	0.09743	0.18014
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317|t__SGB42317	0.02408	0.07135	0.09514	0.04275	0.04329	0.04806	0.17514	0.19091	0.1604	0	0.07749	0.122	0.07971	0.09225	0.07182	0.02566	0.02991	0.0352	0.09273
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41558	0.0235	0.20124	0.27513	0.22052	0	0	0	0	0	2.21947	0	0.099	1.20026	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30295|s__GGB30295_SGB43259|t__SGB43259	0.02256	0.01445	0.91495	0	0.37236	0.03615	0	0	0.10115	0	0.01245	0.44182	0.17457	0.00189	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB43541|t__SGB43541	0.02226	0.05687	0	0.04306	0	0.00373	0	0.01972	0.00139	0.02423	0.11078	0.01684	0.41933	0.00884	0.0202	0.03863	0.00102	0.03143	0.03451
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30297|s__GGB30297_SGB43261|t__SGB43261	0.02076	0	0	0	0	0	0	0	0	0	0	0	0.01569	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28869|s__GGB28869_SGB41543|t__SGB41543	0.02057	0.02808	0.10187	0.01	0.01649	0.05367	0.06555	0.04862	0.03582	0.0326	0.01159	0.0418	0.01503	0.10593	0.05179	0.11651	0.0038	0.00018	0.04897
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75064|s__GGB75064_SGB102200|t__SGB102200	0.02023	0.01812	0.06341	0.00399	0.00653	0.00233	0.00812	0.01404	0.04495	0.00456	0.26389	0	0.12034	0.00482	0	0.01006	0.01029	0	0.00212
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28844|s__GGB28844_SGB102314|t__SGB102314	0.01613	0.03738	0.01078	0.01849	0.01506	0.00491	0.01725	0.03122	0.00797	0.01289	0.01136	0.02264	0.01135	0.01845	0.00753	0.01085	0.00882	0.00428	0.01997
k__Bacteria|p__Firmicutes|c__CFGB75900|o__OFGB75900|f__FGB75900|g__GGB45977|s__GGB45977_SGB41021|t__SGB41021	0.01454	0.01477	0	0.02209	0	0	0.04294	0.00835	0	0.01594	0.0212	0	0	0	0	0.03485	0.03379	0.00601	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_SGB43505|t__SGB43505	0.01425	0.25382	0.2888	0.82249	0.03845	0	0.00752	0.10795	0.00777	0.1918	0.41311	0.0554	0.01181	0	0.02955	0.01941	0.53694	0.03652	0.0167
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__GGB31173|s__GGB31173_SGB44464|t__SGB44464	0.01114	0	0.00024	0	0.00684	0.00028	0.00919	0.00439	0.01213	0.00169	0	0.01552	0.00067	0.00451	0	0.01344	0	0	0.00668
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28632|s__GGB28632_SGB41253|t__SGB41253	0.01096	0.00033	0.73393	0.00237	1.11097	0.18323	0.30104	0.55178	1.02209	0.02269	0.01319	0.19197	0	0.32441	0	0.28373	0	0.03126	0.11149
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75053|s__GGB75053_SGB43494|t__SGB43494	0.00808	0.04733	0.00534	0.04535	0	0	0.00986	0.02099	0.0208	0.02084	0.19129	0	0.30485	0.00041	0.00046	0.02385	0.08993	0	0.0004
k__Bacteria|p__Firmicutes|c__CFGB76084|o__OFGB76084|f__FGB76084|g__GGB28645|s__GGB28645_SGB41268|t__SGB41268	0.00641	0.0094	0.00899	0.00983	0.00922	0.0032	0	0.03366	0.00312	0.0106	0.09105	0.00671	0.00958	0.00057	0.00129	0.01879	0.00283	0.00675	0.01399
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790|f__FGB76790|g__GGB30303|s__GGB30303_SGB43268|t__SGB43268	0.00633	0.00179	0	0.00141	0	0.00154	0	0	0	0.00746	0	0	0.01122	0	0	0	0.01697	0	0
k__Bacteria|p__Firmicutes|c__CFGB76308|o__OFGB76308|f__FGB76308|g__GGB28881|s__GGB28881_SGB41561|t__SGB41561	0.00551	0	0	0.00426	0	0	0	0	0	0.00229	0	0	0	0	0.00849	0	0.00432	0	0
k__Bacteria|p__Tenericutes|c__CFGB1791|o__OFGB1791|f__FGB1791|g__GGB31312|s__GGB31312_SGB44628|t__SGB44628	0.00527	0.00542	0	0.00222	0	0	0	0.00249	0	0.02262	0.05013	0	0.56115	0	0.00756	0.00742	0.05256	0.00242	0
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227|g__GGB75036|s__GGB75036_SGB102224|t__SGB102224	0.0051	0.00579	0	0.04395	0	0.00707	0	0	0.01034	0.22876	0.07013	0	0.00698	0	0.03205	0.01362	0.01203	0.12541	0.00667
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28418|s__GGB28418_SGB41001|t__SGB41001	0.00427	0.00202	0	0	0	0	0.00477	0	0	0	0	0	0	0	0.0293	0	0.03241	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB82506	0.00329	0.00481	0	0.00619	0	0.00702	0.0017	0	0	0.0022	0.00228	0	0.01299	0.00248	0.00097	0	0.0191	0.0026	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_sp_P55|t__SGB42958	0.00229	1.23934	0.11486	0.07277	0.00174	0	0.05257	0.07984	0.18082	0.43948	0	0	0	0.52959	0	0	0	0.48036	0.31614
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28769|s__GGB28769_SGB94868|t__SGB94868	0.00137	0.00032	0.23413	0.10243	0.049	0.0134	0	0.03799	0.01971	0.00639	0.07682	0.00051	0.01948	0.02773	0	0.02853	0.00275	0	0.02807
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB42601|s__GGB42601_SGB59797|t__SGB59797	0.00127	0.00168	0	0.00536	0	0	0.00378	0.00238	0.00079	0.00326	0.00621	0.00225	0.00212	7e-05	0	0	0	0.00185	0.00017
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB79680|s__GGB79680_SGB94989|t__SGB94989	0.00097	0.00638	0	0.05431	0	0.00059	0	0	0	0.0176	0.0028	0	0.00529	0	0.0689	0	0.01383	0	0
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074|f__FGB76074|g__GGB28949|s__GGB28949_SGB41655|t__SGB41655	0.00085	0.01276	0	0	0	0	0	0	0.09827	0	0	0	0	0.04707	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB27929|s__GGB27929_SGB41624|t__SGB41624	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB49426|o__OFGB49426|f__FGB49426|g__GGB28888|s__GGB28888_SGB41569|t__SGB41569	0.0006	0.05829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_caecimuris|t__SGB14802	0.0005	0.03811	0.34206	0	0.97802	0	0	0	0.08685	0	0	0	0	0	0	0	0	0.01352	0.86462
k__Bacteria|p__Bacteroidetes|c__CFGB76111	0	1.93593	0	2.68501	6.84635	6.35246	5.04414	4.86093	1.19642	2.81526	3.98875	4.32122	2.84586	2.79362	1.44268	5.68706	3.27133	1.7366	4.04129
k__Bacteria|p__Firmicutes|c__CFGB76077	0	0.00172	0	0.01687	0.10673	0.0203	0.04982	0.00486	0	0.01567	0.00066	0.01742	0.00632	0.00509	0.00396	0.03859	0.00725	0.00044	0.09051
k__Bacteria|p__Firmicutes|c__CFGB9517	0	0	0	0.00614	0.00407	0.00179	0	0.00037	0	0.00528	0.02491	0.00609	0.01678	0.01531	0	0.01218	0.0028	0.00637	0.00642
k__Bacteria|p__Firmicutes|c__Tissierellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76111|o__OFGB76111	0	1.93593	0	2.68501	6.84635	6.35246	5.04414	4.86093	1.19642	2.81526	3.98875	4.32122	2.84586	2.79362	1.44268	5.68706	3.27133	1.7366	4.04129
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0	0	0.00356	0.04553	0	0.00434	0.00579	0.01989	0.01831	0.22512	0.036	0.00269	0.04805	0.00531	0	0.00191	0.01721	0.06899	0.0275
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077	0	0.00172	0	0.01687	0.10673	0.0203	0.04982	0.00486	0	0.01567	0.00066	0.01742	0.00632	0.00509	0.00396	0.03859	0.00725	0.00044	0.09051
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517	0	0	0	0.00614	0.00407	0.00179	0	0.00037	0	0.00528	0.02491	0.00609	0.01678	0.01531	0	0.01218	0.0028	0.00637	0.00642
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76111|o__OFGB76111|f__FGB76111	0	1.93593	0	2.68501	6.84635	6.35246	5.04414	4.86093	1.19642	2.81526	3.98875	4.32122	2.84586	2.79362	1.44268	5.68706	3.27133	1.7366	4.04129
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0	0	0.00356	0.04553	0	0.00434	0.00579	0.01989	0.01831	0.22512	0.036	0.00269	0.04805	0.00531	0	0.00191	0.01721	0.06899	0.0275
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0	0.07485	0.00872	0.00301	0.00628	0.0107	0.1357	0.03613	0.05383	0.01236	0.01036	0.05444	0.00015	0.00977	0	0.021	0	0.09311	0.0715
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077	0	0.00172	0	0.01687	0.10673	0.0203	0.04982	0.00486	0	0.01567	0.00066	0.01742	0.00632	0.00509	0.00396	0.03859	0.00725	0.00044	0.09051
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	0	0	0	0	0	0	0	0	0	0	0.00267	0	0.04743	0	0	0.02069	0.02316	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517	0	0	0	0.00614	0.00407	0.00179	0	0.00037	0	0.00528	0.02491	0.00609	0.01678	0.01531	0	0.01218	0.0028	0.00637	0.00642
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76111|o__OFGB76111|f__FGB76111|g__GGB79628	0	1.93593	0	2.68501	6.84635	6.35246	5.04414	4.86093	1.19642	2.81526	3.98875	4.32122	2.84586	2.79362	1.44268	5.68706	3.27133	1.7366	4.04129
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB29683	0	0	0	2.84803	6.05305	6.80743	5.32472	8.73911	0	1.18564	0.60172	6.38916	2.7996	7.32775	2.12434	9.44666	2.67834	1.51864	9.04132
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184	0	0.28399	0.25964	0.42535	0.31652	0.24331	0.48327	0.18338	0.28963	0.4411	0.75235	0.31836	0.21019	0.38546	0.04952	0.45075	0.14291	0.57387	0.47693
k__Bacteria|p__Firmicutes|c__CFGB75988|o__OFGB75988|f__FGB75988|g__GGB79760	0	0.18242	0	0.23861	0.19037	0.15964	0.20719	0.18502	0.30908	0.23943	0.21751	0.26818	0.00879	0.22082	0.1948	0.23068	0.34622	0.17352	0.27019
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28989	0	0.03834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	0	0.11484	0.15786	0	0	0.00055	0.16337	0.41957	0.23198	0.0799	0.51162	1.26032	0.81385	0.05918	0	3.27946	0.23119	0.15639	0.17213
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira	0	0	0.00105	0.04553	0	0.00434	0.00579	0.01845	0.01831	0.12597	0.03216	0.00269	0.04805	0.00531	0	0.00191	0.01721	0.06899	0.0275
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0	0.07485	0.00872	0.00301	0.00628	0.0107	0.1357	0.03613	0.05383	0.01236	0.01036	0.05444	0.00015	0.00977	0	0.021	0	0.09311	0.0715
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB42586	0	0.01303	0.71254	0	0	0	0.02267	0.32563	0.03146	0.06721	0.16349	0	0.15769	0.06393	0.07173	0	0.08676	0.14284	0.05548
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28851	0	0	0	0.01687	0.10673	0.0203	0.04982	0.00486	0	0	0	0.01742	0.00632	0.00509	0	0.03859	0	0.00044	0.09051
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus	0	0	0.6861	0	0.23323	0.25298	0.02945	0.10541	0.48718	0	0.00886	0.06466	0.00504	0.19222	0	0.09132	0	0.01158	0.10215
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae|g__Turicibacter	0	0	0	0	0	0	0	0	0	0	0.00267	0	0.04743	0	0	0.02069	0.02316	0	0
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436	0	0	0	0.00614	0.00407	0.00179	0	0.00037	0	0.00528	0.02491	0.00609	0.01678	0.01531	0	0.01218	0.0028	0.00637	0.00642
k__Bacteria|p__Firmicutes|c__CFGB9397|o__OFGB9397|f__FGB9397|g__GGB79926	0	0.0274	0.00026	0.02225	0	0	0.00095	0.02234	0.0267	0.00962	0.02351	0.02948	0.03534	0.00557	0.04729	0.0093	0.07644	0.00599	0.02219
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__GGB28437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter	0	0	0	0	0.01261	0.00539	0	0	0.04678	0	0	0.00034	0	0.01548	0	0.00033	0	0	0.03682
k__Bacteria|p__Bacteria_unclassified|c__CFGB49426|o__OFGB49426|f__FGB49426|g__GGB28889	0	0	0	0.70997	0.46255	0.01575	0.96643	0.05397	0	0.05096	0.37464	0.05085	0.01856	0.06509	0.33596	0.05739	0.20085	0.06027	0.3761
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB28875	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0.00042	0
k__Bacteria|p__Bacteroidetes|c__CFGB76111|o__OFGB76111|f__FGB76111|g__GGB79628|s__GGB79628_SGB35895	0	1.93593	0	2.68501	6.84635	6.35246	5.04414	4.86093	1.19642	2.81526	3.98875	4.32122	2.84586	2.79362	1.44268	5.68706	3.27133	1.7366	4.04129
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB28317|s__GGB28317_SGB40889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__GGB29683|s__GGB29683_SGB42492	0	0	0	2.84803	6.05305	6.80743	5.32472	8.73911	0	1.18564	0.60172	6.38916	2.7996	7.32775	2.12434	9.44666	2.67834	1.51864	9.04132
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__GGB31184|s__GGB31184_SGB44478	0	0.28399	0.25964	0.42535	0.31652	0.24331	0.48327	0.18338	0.28963	0.4411	0.75235	0.31836	0.21019	0.38546	0.04952	0.45075	0.14291	0.57387	0.47693
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_mucosicola	0	0.1442	0.0829	0.15474	0	0.24745	0.06786	0.15764	0.0015	0.44221	0.13094	0.55382	0.66768	0.55714	0.38638	0.33707	0.10179	0.55224	0.1807
k__Bacteria|p__Firmicutes|c__CFGB75988|o__OFGB75988|f__FGB75988|g__GGB79760|s__GGB79760_SGB63182	0	0.18242	0	0.23861	0.19037	0.15964	0.20719	0.18502	0.30908	0.23943	0.21751	0.26818	0.00879	0.22082	0.1948	0.23068	0.34622	0.17352	0.27019
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645|f__FGB6645|g__GGB28989|s__GGB28989_SGB41703	0	0.03834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB65123	0	0.11484	0.15786	0	0	0.00055	0.16337	0.41957	0.23198	0.0799	0.51162	1.26032	0.81385	0.05918	0	3.27946	0.23119	0.15639	0.17213
