Ensembl.Gene.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Associated.Gene.Name
ENSMUSG00000097354,166.4318478,-0.409146324,0.170130074,-2.404902991,0.016176759,0.114996476,2310001H17Rik
ENSMUSG00000030924,72.12261674,-0.290704613,0.120899559,-2.404513423,0.016194012,0.115011896,2610020H08Rik
ENSMUSG00000102070,6309.569754,0.206762536,0.086051796,2.402768402,0.016271489,0.115493972,Gm28661
ENSMUSG00000079508,136.0564327,0.225117162,0.093726826,2.40184344,0.016312688,0.115718133,Apoo
ENSMUSG00000029777,1098.867931,0.143214294,0.05963566,2.401487533,0.016328565,0.115762505,Gars
ENSMUSG00000058022,2637.468022,-0.212879689,0.088683203,-2.400451054,0.01637488,0.11602249,Adtrp
ENSMUSG00000066042,47.673309,-0.370565218,0.154427581,-2.399605145,0.016412765,0.116222473,Med18
ENSMUSG00000010362,108.9035202,-0.308643874,0.128646487,-2.399162862,0.016432604,0.116294506,Rdm1
ENSMUSG00000029385,333.4131324,0.271721423,0.113297002,2.398310791,0.016470883,0.116496883,Ccng2
ENSMUSG00000054021,378.3475832,0.161203675,0.067237029,2.397543087,0.01650544,0.116672705,Sirt5
ENSMUSG00000022504,69.827504,-0.537478946,0.224290215,-2.396354858,0.01655905,0.11691428,Ciita
ENSMUSG00000024411,159.7925007,-0.36164905,0.150903102,-2.396564714,0.016549571,0.11691428,Aqp4
ENSMUSG00000010048,837.4847591,-0.14123312,0.058969533,-2.39501847,0.016619528,0.117203718,Ifrd2
ENSMUSG00000085971,40.23439843,-0.580129252,0.242215564,-2.395094856,0.016616066,0.117203718,Gm15411
ENSMUSG00000021188,455.7908534,0.132966244,0.055525876,2.394671699,0.016635253,0.117245885,Trip11
ENSMUSG00000022797,140.7360869,0.518643286,0.216795304,2.392317896,0.016742334,0.117862505,Tfrc
ENSMUSG00000031787,70.02813457,-0.296301688,0.123851512,-2.392394592,0.016738835,0.117862505,Katnb1
ENSMUSG00000022961,3568.299291,0.115898767,0.048485805,2.390364899,0.01683164,0.11842191,Son
ENSMUSG00000030082,3891.87342,-0.181983184,0.07613889,-2.390147565,0.016841604,0.118422761,Sec61a1
ENSMUSG00000006344,107.2462234,0.344872068,0.144306179,2.389863491,0.016854636,0.118445168,Ggt5
ENSMUSG00000030224,1719.287496,0.083309451,0.034870305,2.389123124,0.016888641,0.118476528,Strap
ENSMUSG00000030876,865.5519337,-0.122755397,0.051379231,-2.389202669,0.016884985,0.118476528,Mettl9
ENSMUSG00000041426,1760.138129,0.098739593,0.041326489,2.38925678,0.016882498,0.118476528,Hibch
ENSMUSG00000108436,58.53247059,-0.417386377,0.174738815,-2.388630005,0.016911324,0.118566514,RP23-137A24.6
ENSMUSG00000029512,2635.883765,0.169160113,0.070833481,2.38813778,0.016933992,0.118656294,Ulk1
ENSMUSG00000039264,43.00415399,0.530424618,0.222157844,2.387602472,0.016958674,0.118760076,Gimap3
ENSMUSG00000032312,2238.01352,-0.074000358,0.031008418,-2.386460298,0.017011444,0.119060316,Csk
ENSMUSG00000036893,835.351352,-0.163973756,0.06875622,-2.384857038,0.01708576,0.119502218,Ehmt1
ENSMUSG00000039686,862.8305392,-0.118817309,0.049825473,-2.384669971,0.017094449,0.119502218,Zer1
ENSMUSG00000004951,290.3037493,-0.518618292,0.217550844,-2.383894645,0.017130506,0.119684736,Hspb1
ENSMUSG00000079557,1248.415279,-0.113326645,0.047549401,-2.383345355,0.017156091,0.119793924,2-Mar
ENSMUSG00000071669,119.4958062,-0.403878944,0.169551838,-2.382038138,0.017217114,0.120150291,Snx29
ENSMUSG00000008683,663.7028017,0.177609834,0.074589099,2.381176837,0.017257425,0.120152826,Rps15a
ENSMUSG00000035158,63.84927199,0.295171254,0.123955351,2.38127077,0.017253025,0.120152826,Mitf
ENSMUSG00000041096,180.9172714,0.318628089,0.133806146,2.381266475,0.017253226,0.120152826,Tspyl2
ENSMUSG00000041471,704.1376545,0.421253165,0.176899267,2.381316627,0.017250877,0.120152826,Fam35a
ENSMUSG00000023048,1008.731199,-0.130064149,0.054628185,-2.380898254,0.017270481,0.120174182,Prr13
ENSMUSG00000021133,2177.481549,0.266268946,0.111871638,2.380129141,0.017306572,0.120245228,Susd6
ENSMUSG00000035392,907.9914232,-0.131448283,0.055228946,-2.380061402,0.017309753,0.120245228,Dennd1a
ENSMUSG00000041408,810.8525099,0.139128547,0.058456347,2.380041777,0.017310675,0.120245228,Wapl
ENSMUSG00000031879,216.4278961,-0.232370517,0.097672787,-2.379071214,0.017356322,0.120492739,Fam96b
ENSMUSG00000018906,143.0928095,-0.339623557,0.142805685,-2.378221539,0.017396371,0.120564729,P4ha2
ENSMUSG00000019039,923.5627932,-0.118421575,0.049788847,-2.378475919,0.017384372,0.120564729,Dalrd3
ENSMUSG00000053289,252.0004456,0.171571003,0.072142813,2.378213376,0.017396756,0.120564729,Ddx10
ENSMUSG00000005505,389.7091619,-0.134733142,0.05669844,-2.376311266,0.017486705,0.120891646,Kbtbd4
ENSMUSG00000034758,35.74079149,-0.470533072,0.197985597,-2.376602544,0.017472904,0.120891646,Tle6
ENSMUSG00000038656,49.1330692,-0.433399556,0.18238809,-2.376249213,0.017489646,0.120891646,Cyp3a16
ENSMUSG00000044676,135.8437068,0.274950202,0.11567852,2.376847503,0.017461305,0.120891646,Zfp612
ENSMUSG00000054387,466.3666366,0.143784754,0.060511552,2.376153791,0.01749417,0.120891646,Mdm4
ENSMUSG00000022425,3818.390016,0.197840858,0.083284634,2.375478493,0.017526214,0.120974112,Enpp2
ENSMUSG00000032788,2631.935007,-0.157423899,0.06626906,-2.375526366,0.01752394,0.120974112,Pdxk
ENSMUSG00000002297,64.50964639,-0.318336983,0.13408565,-2.374131627,0.017590279,0.121012087,Dbf4
ENSMUSG00000028799,321.6805537,-0.205108763,0.086360987,-2.375016419,0.01754817,0.121012087,Zfp362
ENSMUSG00000036687,558.2437424,-0.177280792,0.074670791,-2.374165191,0.01758868,0.121012087,Tmem184a
ENSMUSG00000045664,84.31222939,-0.331513012,0.139602309,-2.374695764,0.01756342,0.121012087,Cdc42ep2
ENSMUSG00000045730,48.45993648,0.594042304,0.25022986,2.373986474,0.017597195,0.121012087,Adrb2
ENSMUSG00000049643,134.7100024,-0.19785645,0.083326307,-2.374477615,0.017573802,0.121012087,2310022A10Rik
ENSMUSG00000058655,7628.663306,0.122808731,0.051733269,2.373883069,0.017602124,0.121012087,Eif4b
ENSMUSG00000045302,2122.746603,-0.095434143,0.040210957,-2.37333676,0.017628183,0.121122029,Preb
ENSMUSG00000014776,46.48999912,0.534424,0.225208456,2.373019242,0.017643345,0.121133438,Nol3
ENSMUSG00000022108,22380.44051,-0.079312398,0.033424525,-2.372880347,0.017649981,0.121133438,Itm2b
ENSMUSG00000025574,452.4376706,-0.597253511,0.251812398,-2.371819321,0.017700744,0.121400548,Tk1
ENSMUSG00000036478,513.9031626,-0.181465186,0.076514471,-2.371645309,0.017709082,0.121400548,Btg1
ENSMUSG00000037669,1265.259333,-0.147422792,0.062211706,-2.369695356,0.017802747,0.121973151,Ldah
ENSMUSG00000039616,1319.33659,-0.119496533,0.050442765,-2.36895289,0.017838525,0.122148719,Mocos
ENSMUSG00000022517,2207.794648,-0.116107928,0.049024853,-2.368348342,0.017867704,0.122278924,Mgrn1
ENSMUSG00000015087,608.4646441,-0.128906903,0.054447288,-2.367554162,0.017906099,0.122418044,Rabl6
ENSMUSG00000036594,1231.037501,-0.370654903,0.156573062,-2.367296764,0.017918558,0.122418044,H2-Aa
ENSMUSG00000068011,463.5106791,0.276787592,0.11691396,2.367446906,0.01791129,0.122418044,Mkrn2os
ENSMUSG00000037652,277.1413017,0.166172576,0.070211833,2.36673177,0.017945934,0.122535488,Phc3
ENSMUSG00000005501,788.5497917,0.150883508,0.063773993,2.365909681,0.017985832,0.122738253,Usp40
ENSMUSG00000028599,1266.625677,-0.171660777,0.072586818,-2.364902923,0.018034798,0.122932946,Tnfrsf1b
ENSMUSG00000052534,624.2417337,0.201915867,0.085375032,2.365045866,0.018027838,0.122932946,Pbx1
ENSMUSG00000025277,1100.877946,-0.184286957,0.077935998,-2.364593534,0.018049869,0.122966009,Abhd6
ENSMUSG00000025422,108.983727,0.651012252,0.275412499,2.36377163,0.01808996,0.123169387,Agap2
ENSMUSG00000017707,7047.467229,0.20896471,0.088489446,2.361464789,0.0182029,0.123868267,Serinc3
ENSMUSG00000045482,1128.295257,-0.144640887,0.06129088,-2.359908802,0.018279428,0.124318711,Trrap
ENSMUSG00000021495,1209.314946,-0.16317295,0.06921109,-2.357612765,0.018392868,0.12461639,Fam193b
ENSMUSG00000024969,678.7671019,-0.165778539,0.07030834,-2.357878722,0.018379697,0.12461639,Mark2
ENSMUSG00000027430,201.3147169,0.167168259,0.070887492,2.358219401,0.018362836,0.12461639,Dtd1
ENSMUSG00000029397,518.9144327,-0.163282805,0.06922603,-2.358690872,0.018339526,0.12461639,Rchy1
ENSMUSG00000032290,511.663908,0.230839953,0.097903302,2.357836231,0.0183818,0.12461639,Ptpn9
ENSMUSG00000038641,4181.098836,0.38036099,0.161281334,2.358369561,0.018355409,0.12461639,Akr1d1
ENSMUSG00000054793,73.17472275,-0.513864093,0.217964788,-2.357555536,0.018395703,0.12461639,Cadm4
ENSMUSG00000022332,585.6005549,-0.157389612,0.066812111,-2.355704813,0.018487602,0.124721502,Khdrbs3
ENSMUSG00000024847,467.5678865,-0.131881104,0.055986842,-2.355573189,0.018494153,0.124721502,Aip
ENSMUSG00000025979,373.0900395,0.160614237,0.068158695,2.356474663,0.018449326,0.124721502,Mob4
ENSMUSG00000027630,635.6783737,0.159347667,0.067616537,2.356637503,0.018441239,0.124721502,Tbl1xr1
ENSMUSG00000028970,34.91323841,-0.440312171,0.186857183,-2.35641019,0.018452529,0.124721502,Abcb1b
ENSMUSG00000034329,33.14764531,-0.469215306,0.199184596,-2.355680693,0.018488803,0.124721502,Brip1
ENSMUSG00000041915,1506.346838,0.147239425,0.06249353,2.356074713,0.018469203,0.124721502,Ammecr1l
ENSMUSG00000104864,60.7423414,0.279079612,0.11846267,2.355844354,0.018480659,0.124721502,Gm43655
ENSMUSG00000070394,553.4764358,0.1665613,0.070716111,2.355351527,0.01850519,0.124726021,Tmem256
ENSMUSG00000021510,33.61496861,0.456514394,0.193873462,2.354702856,0.018537523,0.124873983,Zfp729a
ENSMUSG00000054477,654.0030981,0.256919262,0.10919912,2.352759452,0.018634685,0.125388082,Kcnn2
ENSMUSG00000059475,212.9236136,0.245080295,0.10415914,2.352940841,0.018625597,0.125388082,Zfp426
ENSMUSG00000001366,1385.207086,-0.102343735,0.043510068,-2.352185107,0.018663485,0.125441555,Fbxo9
ENSMUSG00000073702,852.8806576,0.115394986,0.049054834,2.352367274,0.018654346,0.125441555,Rpl31
ENSMUSG00000020364,76.07923491,0.293872646,0.124964602,2.351647116,0.018690497,0.12555297,Zfp354a
ENSMUSG00000057234,87.73012991,0.241392128,0.102660113,2.351372127,0.018704317,0.125575693,Mettl15
ENSMUSG00000031751,7614.389702,0.130242746,0.05541022,2.350518473,0.018747277,0.125793915,Amfr
ENSMUSG00000046434,246.1187114,0.221496851,0.094284435,2.349240896,0.018811732,0.126156045,Hnrnpa1
ENSMUSG00000015112,6396.859573,0.142698029,0.060805165,2.346807708,0.018935024,0.12686876,Slc25a13
ENSMUSG00000067851,1094.028121,0.097659695,0.041615268,2.346727538,0.018939098,0.12686876,Arfgef1
ENSMUSG00000045316,804.1352579,-0.120488637,0.051381313,-2.344989442,0.019027618,0.127390805,Fahd1
ENSMUSG00000028443,198.2944265,0.236154812,0.100740236,2.344195536,0.019068172,0.127591309,Nudt2
ENSMUSG00000038671,334.6358261,0.140880437,0.060109908,2.343714055,0.019092803,0.127685109,Arfrp1
ENSMUSG00000002365,1371.343477,-0.12628663,0.053929849,-2.341683346,0.019196994,0.128283093,Snx9
ENSMUSG00000021830,134.8678541,0.221964291,0.094793501,2.341555996,0.019203545,0.128283093,Txndc16
ENSMUSG00000003458,1682.193626,-0.088377933,0.037747886,-2.341268391,0.019218346,0.128310722,Ncstn
ENSMUSG00000025014,84.199462,0.603784117,0.257973935,2.340484965,0.019258714,0.128437686,Dntt
ENSMUSG00000036327,229.7537816,0.190471695,0.081376642,2.340618757,0.019251815,0.128437686,Qsox2
ENSMUSG00000030058,2125.51,-0.121953763,0.052127582,-2.33952466,0.019308297,0.128697019,Copg1
ENSMUSG00000027879,1018.84396,-0.103483519,0.044240758,-2.339099131,0.019330304,0.128705669,Sec22b
ENSMUSG00000039660,400.278918,-0.200274096,0.085620669,-2.339085861,0.01933099,0.128705669,D2Wsu81e
ENSMUSG00000024614,177.845437,0.299989213,0.128289739,2.338372625,0.019367927,0.128809024,Tmx3
ENSMUSG00000053870,228.9483444,0.219638811,0.09392096,2.338549472,0.019358762,0.128809024,Fpgt
ENSMUSG00000045210,389.4510906,0.151691968,0.064906954,2.337068047,0.019435646,0.129187988,Vcpip1
ENSMUSG00000054894,102.5040907,0.256755,0.10987177,2.336860497,0.019446439,0.129188353,Atp5s
ENSMUSG00000022246,401.5720495,-0.141355004,0.06053058,-2.335265988,0.01952953,0.129597227,Rai14
ENSMUSG00000023393,151.5038773,-0.234745777,0.100521675,-2.335275218,0.019529048,0.129597227,Slc17a9
ENSMUSG00000019173,2324.068074,-0.093487766,0.040040461,-2.334832402,0.019552178,0.129675993,Rab5c
ENSMUSG00000021051,879.7471199,0.149322693,0.063961703,2.334564066,0.019566206,0.129686383,Ppp2r5e
ENSMUSG00000079144,105.9725007,-0.241677307,0.103529099,-2.33439013,0.019575303,0.129686383,A130010J15Rik
ENSMUSG00000024807,1699.285511,-0.174761938,0.074919269,-2.332670091,0.019665467,0.130140393,Syvn1
ENSMUSG00000055980,292.747256,-0.189671175,0.081308879,-2.332724015,0.019662635,0.130140393,Irs1
ENSMUSG00000022847,385.3940453,-0.177156768,0.075972255,-2.3318614,0.019707984,0.130304164,Thpo
ENSMUSG00000053716,135.5140668,-0.22819712,0.097863603,-2.331787443,0.019711876,0.130304164,Dusp7
ENSMUSG00000024516,413.882253,-0.145622524,0.062474238,-2.33092118,0.019757516,0.130324231,Sec11c
ENSMUSG00000029309,253.4606632,0.327065533,0.140313569,2.330961539,0.019755388,0.130324231,Sparcl1
ENSMUSG00000042485,105.9941904,0.283956336,0.121822227,2.330907439,0.019758241,0.130324231,Mustn1
ENSMUSG00000051375,3416.747391,-0.217166695,0.093168097,-2.330912637,0.019757967,0.130324231,Pcdh1
ENSMUSG00000022220,182.1747609,-0.263295613,0.113049388,-2.329031744,0.019857384,0.130906404,Adcy4
ENSMUSG00000021779,558.6508487,-0.250473486,0.107579709,-2.328259558,0.019898325,0.131032705,Thrb
ENSMUSG00000071042,206.6656434,-0.246293385,0.105778606,-2.328385629,0.019891636,0.131032705,Rasgrp3
ENSMUSG00000025157,261.3283714,-0.145485889,0.062512349,-2.327314389,0.019948539,0.131271948,Zdhhc16
ENSMUSG00000027333,94.6523101,0.421540972,0.181139262,2.327165123,0.019956479,0.131271948,Smox
ENSMUSG00000021903,214.5958013,0.333463476,0.143307054,2.326915991,0.019969737,0.13128738,Galnt15
ENSMUSG00000030527,473.8798562,-0.166115956,0.07140351,-2.326439638,0.019995109,0.131382391,Crtc3
ENSMUSG00000092564,49.61338835,-0.326102209,0.140237737,-2.32535277,0.020053105,0.131691541,BC051226
ENSMUSG00000000740,603.5256613,0.130097163,0.055981751,2.323920912,0.020129733,0.132122652,Rpl13
ENSMUSG00000030754,2047.496395,0.139608395,0.060097132,2.323045894,0.020176687,0.132339713,Copb1
ENSMUSG00000037415,2800.85774,-0.158230027,0.068117603,-2.322894815,0.020184804,0.132339713,Ranbp10
ENSMUSG00000001542,1729.211884,0.198026828,0.085295287,2.321662027,0.020251141,0.132702331,Ell2
ENSMUSG00000035268,310.3417105,0.169614507,0.073074094,2.321130484,0.020279803,0.132817804,Pkig
ENSMUSG00000017721,1305.174635,-0.115897764,0.049963226,-2.319661348,0.020359204,0.132833527,Pigt
ENSMUSG00000020105,222.8724529,-0.250539458,0.108019094,-2.319399733,0.020373372,0.132833527,Lrig3
ENSMUSG00000022843,1290.781348,-0.256891111,0.110717528,-2.320238862,0.020327959,0.132833527,Clcn2
ENSMUSG00000025231,186.2751942,0.2014535,0.086861546,2.319248393,0.020381572,0.132833527,Sufu
ENSMUSG00000027472,402.1643478,-0.146661843,0.063216989,-2.319975153,0.020342221,0.132833527,Pdrg1
ENSMUSG00000028334,327.5033126,-0.197213551,0.085001182,-2.320127152,0.020334,0.132833527,Nans
ENSMUSG00000030727,201.6560592,-0.266828142,0.115014708,-2.31994801,0.02034369,0.132833527,Rabep2
ENSMUSG00000067369,759.2239561,0.09715826,0.04188005,2.319917462,0.020345343,0.132833527,Trmt2b
ENSMUSG00000096674,125.9015781,-1.013149659,0.436797593,-2.319494602,0.020368233,0.132833527,Mup15
ENSMUSG00000054808,4999.755055,0.13114844,0.056555378,2.318938451,0.020398374,0.132871054,Actn4
ENSMUSG00000037797,1945.186402,-0.279485215,0.120551058,-2.318397035,0.020427753,0.132990421,Adh4
ENSMUSG00000030228,63.26771915,0.331280074,0.142924592,2.317866152,0.020456596,0.133106172,Pik3c2g
ENSMUSG00000057363,174.7125836,-0.203457124,0.087804976,-2.317147986,0.020495672,0.133288339,Uxs1
ENSMUSG00000073758,78.28715344,0.299759899,0.129417521,2.316223464,0.020546071,0.133543909,Sh3d21
ENSMUSG00000026568,1951.171153,-0.094536038,0.040828135,-2.315463027,0.020587606,0.133741622,Mpc2
ENSMUSG00000060227,131.4612324,-0.363151028,0.156870105,-2.31497918,0.020614071,0.133841281,Casc4
ENSMUSG00000032698,133.5384782,0.346731041,0.149808224,2.314499379,0.020640345,0.133930838,Lmo2
ENSMUSG00000045314,145.2817158,-0.356805665,0.154172947,-2.314320846,0.020650129,0.133930838,Sowahb
ENSMUSG00000027806,304.0188374,0.137155253,0.059319546,2.312142663,0.020769823,0.134634557,Tsc22d2
ENSMUSG00000021149,719.2628576,0.180813919,0.078275749,2.309960897,0.020890319,0.134755173,Gtpbp4
ENSMUSG00000025451,1096.318725,0.14386645,0.06226492,2.310553844,0.020857511,0.134755173,Paip1
ENSMUSG00000029482,2230.992208,-0.361886576,0.156636867,-2.310353777,0.020868576,0.134755173,Aacs
ENSMUSG00000030180,446.5739909,0.120915765,0.052339647,2.310213624,0.02087633,0.134755173,Kdm5a
ENSMUSG00000030374,892.5038378,-0.097086333,0.042020678,-2.310441828,0.020863706,0.134755173,Strn4
ENSMUSG00000033799,115.1027121,0.239638581,0.103753045,2.309701664,0.020904677,0.134755173,Fam208b
ENSMUSG00000036087,942.5423897,0.244200335,0.105643397,2.311553217,0.020802317,0.134755173,Slain2
ENSMUSG00000036737,851.0133351,-0.087362041,0.037815892,-2.310193869,0.020877423,0.134755173,Oxsr1
ENSMUSG00000036879,422.1039212,0.155231186,0.067211983,2.309576043,0.020911637,0.134755173,Phkb
ENSMUSG00000037649,137.1838482,-0.343494673,0.148704248,-2.309918363,0.020892674,0.134755173,H2-DMa
ENSMUSG00000071415,1620.834797,0.102700093,0.044439444,2.311012111,0.020832186,0.134755173,Rpl23
ENSMUSG00000042248,3974.355902,-0.409423806,0.177318582,-2.308972929,0.020945084,0.134898447,Cyp2c37
ENSMUSG00000023206,942.034338,-0.159383383,0.069066036,-2.30769554,0.021016076,0.135080128,Il15ra
ENSMUSG00000027487,156.5846832,0.247043658,0.107038515,2.307988461,0.020999778,0.135080128,Cdk5rap1
ENSMUSG00000038299,593.7221239,0.130634126,0.056610156,2.307609345,0.021020874,0.135080128,Wdr36
ENSMUSG00000061143,85.81778519,-0.282084016,0.122257952,-2.307285634,0.021038902,0.135080128,Maml3
ENSMUSG00000073423,82.18919813,-0.251823163,0.109144096,-2.307254109,0.021040658,0.135080128,Zfp414
ENSMUSG00000083844,224.9963527,-0.156703197,0.067889222,-2.308219069,0.020986955,0.135080128,Ube2d-ps
ENSMUSG00000020180,627.4082978,-0.138139471,0.059906188,-2.305929921,0.021114548,0.135121879,Snrpd3
ENSMUSG00000025980,5212.49293,0.161178548,0.069885386,2.306326914,0.021092372,0.135121879,Hspd1
ENSMUSG00000035686,16279.19502,-0.326505173,0.141591082,-2.305972719,0.021112157,0.135121879,Thrsp
ENSMUSG00000079045,130.7624615,-0.288223152,0.124980806,-2.306139331,0.021102848,0.135121879,Prox1os
ENSMUSG00000086922,281.0600557,0.224875821,0.097511193,2.306153925,0.021102033,0.135121879,Gm13835
ENSMUSG00000096546,459.7966188,-0.177208601,0.076832584,-2.306425113,0.02108689,0.135121879,Smlr1
ENSMUSG00000071074,1386.18291,-0.086242523,0.037415746,-2.304979367,0.021167729,0.13539019,Yipf3
ENSMUSG00000003123,1134.059273,-0.194223922,0.084272503,-2.304712855,0.02118266,0.135413703,Lipe
ENSMUSG00000021254,324.9290141,-0.166431654,0.07225471,-2.303402125,0.021256228,0.135811834,Gpatch2l
ENSMUSG00000021036,621.0848943,-0.247065312,0.1073219,-2.302095943,0.021329762,0.136209325,Sptlc2
ENSMUSG00000025736,1247.78713,-0.110803285,0.048154367,-2.301001816,0.021391528,0.136458896,Jmjd8
ENSMUSG00000035941,872.7375696,0.149185952,0.064831335,2.301139603,0.021383741,0.136458896,Ibtk
ENSMUSG00000018547,620.7836166,-0.130204755,0.056592518,-2.300741509,0.021406246,0.136480419,Pip4k2b
ENSMUSG00000054676,4758.711035,-0.144728171,0.06291429,-2.300402194,0.021425445,0.136530469,1600014C10Rik
ENSMUSG00000024613,259.5459521,-0.152643894,0.066383495,-2.299425385,0.021480796,0.136810723,Tcof1
ENSMUSG00000019731,1652.366902,-0.146513407,0.063804425,-2.296289111,0.021659356,0.137808233,Slc35e1
ENSMUSG00000034165,803.9162077,0.131927109,0.057452732,2.29627216,0.021660325,0.137808233,Ccnd3
ENSMUSG00000095061,101.5144975,1.303261782,0.567685958,2.295744267,0.021690508,0.137927325,E030018B13Rik
ENSMUSG00000052214,1421.085239,-0.1242366,0.054140953,-2.294688098,0.021751005,0.138238957,Opa3
ENSMUSG00000079429,41.23710726,-0.41013277,0.178791515,-2.293916293,0.021795307,0.138447383,Mroh2a
ENSMUSG00000030515,345.2391909,0.13775928,0.060066251,2.293455617,0.021821788,0.138542443,Tarsl2
ENSMUSG00000025041,467.8879227,0.219456652,0.095764347,2.291632095,0.021926882,0.139136242,Nt5c2
ENSMUSG00000020609,71734.00958,0.109427309,0.04777808,2.290324521,0.022002511,0.13914117,Apob
ENSMUSG00000029616,777.9841162,-0.199244187,0.086997869,-2.290219165,0.022008615,0.13914117,Erp29
ENSMUSG00000036019,217.1313264,0.215382356,0.094033871,2.290476341,0.021993719,0.13914117,Tmtc2
ENSMUSG00000037894,395.8417202,-0.141344616,0.061712812,-2.29036095,0.022000401,0.13914117,H2afz
ENSMUSG00000038893,47.82312368,-0.386552605,0.168763686,-2.290496341,0.02199256,0.13914117,Fam117a
ENSMUSG00000039981,112.2128427,-0.416608581,0.181899721,-2.29032006,0.02200277,0.13914117,Zc3h12d
ENSMUSG00000078908,379.764771,-0.174409782,0.076120893,-2.291220911,0.02195064,0.13914117,Mon1b
ENSMUSG00000026857,122.6049386,0.259149181,0.113211086,2.289079534,0.022074732,0.139485871,Ntmt1
ENSMUSG00000024259,726.4289578,0.149003908,0.065123305,2.288027427,0.022135924,0.139741371,Slc25a46
ENSMUSG00000030512,284.9652711,0.184553231,0.080661907,2.287984961,0.022138397,0.139741371,Snrpa1
ENSMUSG00000027433,1158.511347,0.121562288,0.05313858,2.28764653,0.022158114,0.139792485,Xrn2
ENSMUSG00000036693,512.0243964,0.147949543,0.064752368,2.284851469,0.022321539,0.140749701,Nop14
ENSMUSG00000056579,274.4277764,0.215339175,0.094270538,2.284268015,0.022355784,0.140891798,Tug1
ENSMUSG00000038773,866.6913715,-0.169887101,0.074401759,-2.283374798,0.0224083,0.141074967,Kdm3b
ENSMUSG00000056204,1792.721719,-0.199668581,0.087443693,-2.283396038,0.02240705,0.141074967,Pgpep1
ENSMUSG00000031671,283.3485159,-0.189332631,0.082973537,-2.281843568,0.022498578,0.141495236,Setd6
ENSMUSG00000079469,251.6304494,-0.152015515,0.066616131,-2.281962543,0.022491552,0.141495236,Pigb
ENSMUSG00000022770,965.9350743,0.141849757,0.062191035,2.280871458,0.022556054,0.141709866,Dlg1
ENSMUSG00000028015,1091.790183,0.114407583,0.05015967,2.280867943,0.022556262,0.141709866,Ctso
ENSMUSG00000029594,310.6022433,-0.158521747,0.069513318,-2.28045146,0.022580927,0.141790776,Rbm19
ENSMUSG00000034445,177.0063434,-0.214437763,0.094055114,-2.279916029,0.022612669,0.141916027,Cyb561a3
ENSMUSG00000038768,340.6321668,0.506678341,0.222282988,2.279429237,0.022641562,0.14202327,9130409I23Rik
ENSMUSG00000053898,8302.287267,0.148471271,0.065153683,2.278785535,0.022679817,0.142189099,Ech1
ENSMUSG00000043587,169.7190852,-0.25680784,0.112728614,-2.278106959,0.022720206,0.142368123,Pxylp1
ENSMUSG00000030929,105.3266285,0.232864412,0.102230538,2.277836121,0.022736343,0.142395079,Eri2
ENSMUSG00000024742,71.91943572,-0.299224645,0.131495126,-2.275556934,0.022872541,0.14311132,Fen1
ENSMUSG00000046080,60.28919196,0.289951219,0.127426217,2.275443978,0.02287931,0.14311132,Clec9a
ENSMUSG00000087679,1709.585277,-0.144427133,0.063475363,-2.275325817,0.022886392,0.14311132,C330006A16Rik
ENSMUSG00000027304,734.5580801,-0.112855247,0.049613089,-2.274707137,0.022923504,0.143268923,Rtf1
ENSMUSG00000046329,10114.81201,-0.205634575,0.090418968,-2.274241546,0.022951468,0.143369214,Slc25a23
ENSMUSG00000023067,468.7159081,1.324814453,0.582622383,2.273881834,0.022973092,0.143429825,Cdkn1a
ENSMUSG00000038156,35.47954037,0.404238269,0.177796618,2.273599314,0.022990089,0.143461493,Spon1
ENSMUSG00000108314,82.50984179,0.284787166,0.125286559,2.273086335,0.023020978,0.143579773,RP23-73F23.5
ENSMUSG00000073490,250.9338351,0.361729371,0.159196379,2.272221106,0.023073159,0.143830662,AI607873
ENSMUSG00000029416,600.0372144,0.210319128,0.092608696,2.271051617,0.023143853,0.144196634,Slc15a4
ENSMUSG00000021686,1503.753173,0.130759128,0.057591875,2.270444001,0.023180657,0.144351184,Ap3b1
ENSMUSG00000052921,299.4116648,-0.227512081,0.100225429,-2.270003555,0.023207367,0.144442751,Arhgef15
ENSMUSG00000028394,465.1601798,-0.139319587,0.061410064,-2.268676805,0.023287987,0.144869583,Pole3
ENSMUSG00000062563,176.1436627,-0.3462488,0.152672586,-2.267917306,0.023334247,0.145082341,Cys1
ENSMUSG00000091831,52.80958806,0.375202803,0.1654928,2.267185062,0.023378923,0.145285032,Gm4707
ENSMUSG00000027810,977.694,0.126765834,0.055944941,2.265903445,0.023457296,0.145696812,Eif2a
ENSMUSG00000089943,846.7389311,0.501540806,0.22143576,2.264949464,0.023515781,0.145984706,Ugt1a5
ENSMUSG00000021550,491.5694398,0.167479858,0.073969348,2.264179183,0.023563096,0.146202998,2210016F16Rik
ENSMUSG00000041261,1211.626734,-0.271641735,0.119993607,-2.263801736,0.023586312,0.146226468,Car8
ENSMUSG00000054008,4898.606292,-0.140711453,0.062164182,-2.263545481,0.023602084,0.146226468,Ndst1
ENSMUSG00000085133,51.84854951,-0.36271635,0.160244017,-2.263525061,0.023603342,0.146226468,B930095G15Rik
ENSMUSG00000033589,216.8436164,0.18152406,0.080214729,2.26297666,0.023637128,0.14626167,Reep4
ENSMUSG00000060063,56.23309811,-0.368034583,0.162614796,-2.263229373,0.023621553,0.14626167,Alox5ap
