Ensembl.Gene.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Associated.Gene.Name
ENSMUSG00000027722,103.7763029,-0.073315699,0.122487089,-0.598558588,0.549467279,0.805193768,Spata5
ENSMUSG00000022894,40.2522824,0.138273529,0.231159241,0.598174351,0.549723604,0.80547128,Adamts5
ENSMUSG00000024251,220.2367159,-0.055743884,0.093218244,-0.597993285,0.549844413,0.805550187,Thada
ENSMUSG00000019897,305.023439,0.044812155,0.074993897,0.597544033,0.550144218,0.80589128,Ccdc59
ENSMUSG00000028476,118.0186775,-0.063510362,0.106314101,-0.597384184,0.550250911,0.805949441,Reck
ENSMUSG00000020894,897.5534397,-0.027687938,0.046372855,-0.597072105,0.550459241,0.806156437,Vamp2
ENSMUSG00000054823,1334.64547,-0.045628774,0.076460154,-0.596765399,0.550664022,0.806358185,Whsc1l1
ENSMUSG00000051234,253.3038598,-0.043270059,0.072527304,-0.596603723,0.550771985,0.806418127,Rnf7
ENSMUSG00000002603,459.6598757,-0.096981293,0.162742138,-0.595919987,0.55122868,0.806906187,Tgfb1
ENSMUSG00000020435,32.31664015,0.140877208,0.236425526,0.595862938,0.551266794,0.806906187,Osbp2
ENSMUSG00000026833,133.5672237,-0.081925981,0.137505044,-0.595803464,0.55130653,0.806906187,Olfm1
ENSMUSG00000030254,37.81977117,-0.123718761,0.207777908,-0.595437513,0.551551057,0.807067716,Rad18
ENSMUSG00000033020,341.0671069,0.037615896,0.063164021,0.595527259,0.551491083,0.807067716,Polr2f
ENSMUSG00000037731,236.0526884,-0.101778303,0.171002529,-0.595185952,0.551719179,0.807215548,Themis2
ENSMUSG00000042286,2490.84627,-0.048520299,0.081588295,-0.594696815,0.552046151,0.807595725,Stab1
ENSMUSG00000006019,253.7039749,-0.042786518,0.072001849,-0.594241927,0.552350314,0.807744405,Dhx34
ENSMUSG00000032582,554.1989987,0.048407625,0.081459327,0.594255148,0.552341473,0.807744405,Rbm6
ENSMUSG00000035325,5521.597817,-0.027212749,0.045786878,-0.594335106,0.552288003,0.807744405,Sec31a
ENSMUSG00000092417,108.2156544,-0.075195704,0.126561583,-0.594143201,0.552416338,0.807744405,Gpank1
ENSMUSG00000035048,733.3149566,-0.034849253,0.058673447,-0.593952711,0.552543742,0.807832514,Anapc13
ENSMUSG00000020910,304.3972331,0.047330047,0.079735846,0.593585562,0.55278934,0.807865192,Adprm
ENSMUSG00000033149,858.6230549,-0.054808607,0.092335827,-0.59357899,0.552793737,0.807865192,Phldb2
ENSMUSG00000035585,312.7269968,-0.040660873,0.068508264,-0.59351778,0.552834687,0.807865192,Tsen34
ENSMUSG00000063558,2631.215879,-0.053889288,0.090755387,-0.593786104,0.552655184,0.807865192,Aox1
ENSMUSG00000013160,2028.289077,0.023214498,0.039140078,0.593113222,0.553105382,0.808064463,Atp6v0d1
ENSMUSG00000039218,8553.520748,-0.042596005,0.071810548,-0.593171977,0.553066064,0.808064463,Srrm2
ENSMUSG00000028923,235.3186477,-0.055577727,0.093815311,-0.592416381,0.5535718,0.808565964,Necap2
ENSMUSG00000047371,506.2928901,-0.042583967,0.071883861,-0.592399555,0.553583064,0.808565964,Zfp768
ENSMUSG00000029823,1231.035498,-0.034357298,0.058010097,-0.592264101,0.553673751,0.808600255,Luc7l2
ENSMUSG00000018334,104.4535702,-0.073169752,0.1236388,-0.591802507,0.553982844,0.808953465,Ksr1
ENSMUSG00000000093,122.9250631,-0.07954668,0.134655834,-0.590740687,0.554694182,0.80901422,Tbx2
ENSMUSG00000006299,2836.286318,-0.033552833,0.056808658,-0.590628861,0.554769122,0.80901422,Aamp
ENSMUSG00000007867,65.58801567,0.090206472,0.152675493,0.590837927,0.55462902,0.80901422,Ift43
ENSMUSG00000020888,141.8861221,-0.053386697,0.09044473,-0.590268743,0.555010492,0.80901422,Dvl2
ENSMUSG00000025357,314.7222352,-0.067830682,0.114717691,-0.591283536,0.554330459,0.80901422,Dgka
ENSMUSG00000026766,1173.830907,-0.041973308,0.071078902,-0.590517111,0.554844018,0.80901422,Mmadhc
ENSMUSG00000027285,216.5658698,0.055705896,0.094403295,0.590084234,0.555134178,0.80901422,Haus2
ENSMUSG00000030674,3419.341,0.03569527,0.060416017,0.590824623,0.554637935,0.80901422,Qprt
ENSMUSG00000033209,178.7792959,0.070863925,0.119910431,0.590973819,0.554537963,0.80901422,Ttc28
ENSMUSG00000034163,368.6944763,0.066116728,0.112055722,0.59003438,0.5551676,0.80901422,Zfc3h1
ENSMUSG00000035069,376.3234357,-0.035967927,0.060952757,-0.590095166,0.55512685,0.80901422,Oma1
ENSMUSG00000035569,2159.083758,0.034426835,0.058258782,0.590929527,0.554567641,0.80901422,Ankrd11
ENSMUSG00000061046,90.51972939,-0.07722125,0.130782356,-0.590456176,0.554884858,0.80901422,Haghl
ENSMUSG00000062647,318.5847421,0.068672908,0.116333579,0.590310283,0.554982647,0.80901422,Rpl7a
ENSMUSG00000073555,1475.821638,0.058530522,0.099126951,0.590460232,0.55488214,0.80901422,Gm4951
ENSMUSG00000085175,37.55916322,0.095980456,0.16245502,0.590812495,0.554646062,0.80901422,Gm11423
ENSMUSG00000089832,160.1075996,-0.055103108,0.093230502,-0.591041636,0.554492524,0.80901422,Shkbp1
ENSMUSG00000004897,3587.543807,-0.033182895,0.056349941,-0.58887186,0.555947236,0.809561994,Hdgf
ENSMUSG00000030609,212.2249105,-0.060862277,0.10328595,-0.589259985,0.555686884,0.809561994,Aen
ENSMUSG00000031343,99.63588864,-0.093903138,0.159410954,-0.589063271,0.555818831,0.809561994,Gabra3
ENSMUSG00000042215,41.77725606,-0.110016086,0.186761844,-0.589071534,0.555813288,0.809561994,Bag2
ENSMUSG00000045287,219.4722598,0.072282248,0.12274204,0.588895604,0.555931307,0.809561994,Rtn4rl1
ENSMUSG00000071655,1609.395841,-0.026442183,0.044895861,-0.588967043,0.555883382,0.809561994,Ubxn1
ENSMUSG00000003184,1195.4531,0.039645132,0.067406592,0.588149184,0.556432163,0.809851014,Irf3
ENSMUSG00000009145,323.2514017,-0.054361241,0.092438324,-0.588081208,0.556477786,0.809851014,Dqx1
ENSMUSG00000014444,359.3195072,-0.081158519,0.137969176,-0.588236597,0.556373496,0.809851014,Piezo1
ENSMUSG00000030008,99.94926532,-0.056027979,0.095273606,-0.58807451,0.556482282,0.809851014,Pradc1
ENSMUSG00000032528,1490.415533,0.04573722,0.077756247,0.588212804,0.556389464,0.809851014,Vipr1
ENSMUSG00000038718,75.97820523,-0.071771139,0.122069485,-0.587953151,0.556563739,0.809871595,Pbx3
ENSMUSG00000068205,42.69231984,-0.100176095,0.170482385,-0.587603789,0.556798267,0.810114882,Macrod2
ENSMUSG00000024169,311.8033023,-0.035178477,0.059888712,-0.587397455,0.556936803,0.810218461,Ift140
ENSMUSG00000022385,30.51413951,-0.137050057,0.233390869,-0.587212591,0.557060937,0.810301068,Gtse1
ENSMUSG00000025584,1033.372703,0.033893933,0.057757546,0.586831255,0.557317043,0.810575598,Pde8a
ENSMUSG00000087484,34.57189585,0.109187569,0.186146037,0.586569398,0.55749294,0.810733418,2900089D17Rik
ENSMUSG00000018171,1929.979883,0.036508453,0.062266679,0.586324078,0.557657753,0.810875082,Vmp1
ENSMUSG00000056069,74.29510872,-0.118857102,0.202851286,-0.585932206,0.557921074,0.811072229,Fam105a
ENSMUSG00000063488,160.5601211,-0.067602356,0.115377808,-0.585921652,0.557928167,0.811072229,Zkscan7
ENSMUSG00000028274,171.3716038,0.04995126,0.085288781,0.585672109,0.558095881,0.81112961,Rngtt
ENSMUSG00000028926,39.50513701,0.123399436,0.210700668,0.585662293,0.558102478,0.81112961,Cdk14
ENSMUSG00000012609,375.5995148,-0.048896636,0.083550922,-0.585231559,0.558392027,0.811222109,Ttll5
ENSMUSG00000024603,527.0675692,-0.044512191,0.076058559,-0.58523579,0.558389183,0.811222109,Dctn4
ENSMUSG00000037344,385.4079209,-0.045365827,0.07752637,-0.585166403,0.558435833,0.811222109,Slc12a9
ENSMUSG00000044452,323.2430266,-0.042515394,0.072618877,-0.585459255,0.558238956,0.811222109,Zfp507
ENSMUSG00000024097,380.8665066,0.040426728,0.069120118,0.584876442,0.5586308,0.811407359,Srsf7
ENSMUSG00000028459,112.0362568,0.189299887,0.323783946,0.584648776,0.558783904,0.811531765,Cd72
ENSMUSG00000020530,1434.936113,0.044200694,0.075701224,0.583883486,0.559298704,0.812083359,Ggnbp2
ENSMUSG00000032578,368.9542461,0.335032529,0.573741092,0.583943758,0.559258152,0.812083359,Cish
ENSMUSG00000026027,1097.21035,0.036988775,0.063363628,0.583754053,0.559385795,0.812111802,Stradb
ENSMUSG00000006219,98.94836731,0.123509412,0.211646682,0.583564133,0.559513597,0.812199335,Fblim1
ENSMUSG00000030236,17710.60258,-0.055502299,0.095174565,-0.583163148,0.559783477,0.812395055,Slco1b2
ENSMUSG00000068742,1383.551521,-0.054645976,0.093694809,-0.583233761,0.559735947,0.812395055,Cry2
ENSMUSG00000042293,249.6875253,-0.052792604,0.090561521,-0.582947405,0.559928707,0.812507813,Gm5617
ENSMUSG00000042404,292.4227862,-0.040338829,0.069223212,-0.582735587,0.560071313,0.812616735,Dennd4b
ENSMUSG00000038871,372.7428747,-0.056385012,0.096899211,-0.581893408,0.560638481,0.813243497,Bpgm
ENSMUSG00000097243,54.33078734,0.121251179,0.208366057,0.581914258,0.560624436,0.813243497,Gm26908
ENSMUSG00000007836,633.9205023,0.077241586,0.132819326,0.581553819,0.560867257,0.813296628,Hnrnpa0
ENSMUSG00000031153,616.2499936,0.031383863,0.05398563,0.581337355,0.561013109,0.813296628,Gripap1
ENSMUSG00000033777,62.02460743,0.150796393,0.259354737,0.581429106,0.560951286,0.813296628,Tlr13
ENSMUSG00000046096,235.6644914,0.045852072,0.078830542,0.581653637,0.560800006,0.813296628,BC030336
ENSMUSG00000046160,304.8515857,-0.065103815,0.111963413,-0.58147401,0.560921029,0.813296628,Olig1
ENSMUSG00000020495,309.2424332,-0.040998051,0.070553812,-0.581089099,0.561180405,0.81344114,Smg8
ENSMUSG00000013236,197.4435777,-0.090941588,0.156660585,-0.580500754,0.561576979,0.813917917,Ptprs
ENSMUSG00000031823,453.7720923,0.032062583,0.055254359,0.580272454,0.5617309,0.814042937,Zdhhc7
ENSMUSG00000078515,3990.267545,-0.046945786,0.08092035,-0.580148078,0.561814764,0.814066413,Ddi2
ENSMUSG00000038286,3338.097655,-0.042690998,0.073611556,-0.57994967,0.561948559,0.81410511,Bphl
ENSMUSG00000066235,81.52786043,-0.070157631,0.120980667,-0.579907787,0.561976804,0.81410511,Pomgnt2
ENSMUSG00000003308,1106.281461,0.046351958,0.079953297,0.579737912,0.562091373,0.814107823,Keap1
ENSMUSG00000020634,433.4726758,0.031902439,0.055042448,0.579597031,0.562186396,0.814107823,Ubxn2a
ENSMUSG00000040557,359.125497,0.072371825,0.124885871,0.579503705,0.562249348,0.814107823,Wbscr27
ENSMUSG00000054580,116.0813838,-0.063394213,0.109393478,-0.579506335,0.562247573,0.814107823,Pla2r1
ENSMUSG00000005580,560.7015706,0.070377586,0.121482725,0.57932176,0.562372085,0.814187552,Adcy9
ENSMUSG00000012429,116.402763,-0.065588165,0.113332871,-0.578721465,0.56277713,0.814294875,Mplkip
ENSMUSG00000020340,70.48598216,0.138025525,0.238478907,0.578774562,0.562741297,0.814294875,Cyfip2
ENSMUSG00000020668,46.0612274,0.087602924,0.151300179,0.579000798,0.562588635,0.814294875,Kif3c
ENSMUSG00000034330,107.4239361,0.130218353,0.225092743,0.57850978,0.562919997,0.814294875,Plcg2
ENSMUSG00000034875,899.4990131,-0.031044195,0.053637452,-0.578778321,0.562738761,0.814294875,Nudt19
ENSMUSG00000045333,60.77242063,-0.138090168,0.238699704,-0.578510009,0.562919842,0.814294875,Zfp423
ENSMUSG00000080989,203.1085954,-0.041842419,0.072314452,-0.57861766,0.562847186,0.814294875,Gm14048
ENSMUSG00000033854,31.1327912,-0.185165553,0.32037477,-0.577965465,0.563287436,0.814728437,Kcnk10
ENSMUSG00000017176,48.6084869,0.117533278,0.20353748,0.577452751,0.563633648,0.815131196,Nt5c3b
ENSMUSG00000024976,640.6599994,-0.035278435,0.061139273,-0.577017565,0.56392759,0.815164344,Shoc2
ENSMUSG00000025192,74.85656827,0.075519578,0.130872631,0.577046385,0.563908122,0.815164344,Entpd7
ENSMUSG00000031403,294.3286801,-0.039334635,0.068153223,-0.577150038,0.563838104,0.815164344,Dkc1
ENSMUSG00000066861,30.47185734,0.124674863,0.216011924,0.577166576,0.563826934,0.815164344,Oas1g
ENSMUSG00000020925,211.4789913,-0.044121678,0.076636117,-0.575729566,0.564797988,0.81519897,Ccdc43
ENSMUSG00000022197,45.05321709,-0.082648324,0.143536127,-0.575801549,0.564749327,0.81519897,Pdzd2
ENSMUSG00000025791,6964.13137,-0.028263769,0.049096433,-0.575678661,0.564832401,0.81519897,Pgm2
ENSMUSG00000027361,181.0026521,-0.050045365,0.086909013,-0.575836312,0.564725827,0.81519897,Gabpb1
ENSMUSG00000029175,580.8262383,-0.041439761,0.071896237,-0.576382884,0.564356411,0.81519897,Slc35f6
ENSMUSG00000030034,233.9920402,-0.043423706,0.075322467,-0.576504033,0.564274545,0.81519897,Ino80b
ENSMUSG00000031644,116.5999442,-0.062281054,0.108098108,-0.576153045,0.56451174,0.81519897,Nek1
ENSMUSG00000036533,50.64298041,0.127626049,0.221563369,0.576025042,0.564598255,0.81519897,Cdc42ep3
ENSMUSG00000037493,111.7328916,0.060361693,0.10480354,0.575950896,0.564648372,0.81519897,Cib2
ENSMUSG00000040549,210.4532185,0.041254765,0.071576632,0.576371977,0.564363782,0.81519897,Ckap5
ENSMUSG00000042476,7853.239444,0.037678882,0.065420346,0.57595052,0.564648627,0.81519897,Abcb4
ENSMUSG00000070953,168.3092742,-0.046880186,0.081370981,-0.576129048,0.564527958,0.81519897,Rabepk
ENSMUSG00000100863,105.4164329,0.05633021,0.097760431,0.576206651,0.56447551,0.81519897,Gm12669
ENSMUSG00000020271,912.7031606,-0.027430761,0.047666128,-0.57547701,0.564968734,0.81529793,Fbxw11
ENSMUSG00000029729,628.6192005,0.052140783,0.090664362,0.575096782,0.565225844,0.815473334,Zkscan1
ENSMUSG00000102595,36.41829057,-0.177384293,0.308426766,-0.575126132,0.565205996,0.815473334,Gm30097
ENSMUSG00000011884,175.2802412,0.100993455,0.175668076,0.574910692,0.565351698,0.815557108,Gltp
ENSMUSG00000056665,101.8225721,0.078286871,0.136306505,0.574344353,0.565734801,0.815914096,Them6
ENSMUSG00000059422,33.84448584,0.104783521,0.182436198,0.574357075,0.565726194,0.815914096,Gm8116
ENSMUSG00000016946,106.3769992,-0.063558657,0.110689004,-0.574209314,0.565826168,0.815948055,Kctd5
ENSMUSG00000079020,269.5931614,-0.063044852,0.109869582,-0.573815348,0.566092762,0.816234661,Slc45a4
ENSMUSG00000025577,288.2991888,-0.096802864,0.16878187,-0.573538285,0.566280285,0.816350116,Cbx2
ENSMUSG00000042520,2307.829869,0.025847613,0.045085976,0.573296064,0.56644425,0.816350116,Ubap2l
ENSMUSG00000045854,140.8292645,0.055888407,0.097474861,0.573362271,0.566399431,0.816350116,Lyrm2
ENSMUSG00000068040,1963.980673,-0.028336669,0.049417786,-0.573410323,0.566366902,0.816350116,Tm9sf4
ENSMUSG00000019467,51.94098055,0.121262602,0.211631132,0.572990374,0.566651212,0.816365212,Arhgef25
ENSMUSG00000028601,4011.896886,0.037161174,0.064847408,0.573055655,0.566607011,0.816365212,Echdc2
ENSMUSG00000033697,126.9747093,-0.06771777,0.118185241,-0.57297992,0.56665829,0.816365212,Arhgap39
ENSMUSG00000021607,371.8076976,0.038681503,0.067525958,0.572839011,0.566753703,0.816384541,Mrpl36
ENSMUSG00000028907,410.9871291,0.036207524,0.063226072,0.57266762,0.566869765,0.816384541,Utp11l
ENSMUSG00000032336,1039.901309,0.032867957,0.05739529,0.572659482,0.566875277,0.816384541,Nptn
ENSMUSG00000021546,3101.500651,0.020282388,0.035444307,0.572232583,0.567164416,0.816630415,Hnrnpk
ENSMUSG00000073563,731.9896971,0.048852315,0.085375251,0.57220698,0.56718176,0.816630415,Csnk1g3
ENSMUSG00000001998,47.55788802,-0.093402668,0.163342295,-0.571821692,0.56744278,0.81690847,Ap4e1
ENSMUSG00000031889,1316.994586,0.040972004,0.071679131,0.571602961,0.567590989,0.817024072,D230025D16Rik
ENSMUSG00000016477,278.1039491,0.035749755,0.062631034,0.570799365,0.568135653,0.817026063,E2f3
ENSMUSG00000020870,67.80859856,-0.075360123,0.132003387,-0.570895371,0.568070569,0.817026063,Cdc34b
ENSMUSG00000021156,1544.480343,-0.031247599,0.054713379,-0.57111441,0.567922092,0.817026063,Zmynd11
ENSMUSG00000023967,723.4740615,-0.028499096,0.049910427,-0.57100485,0.567996355,0.817026063,Mrps18a
ENSMUSG00000026198,125.4313465,-0.063900183,0.111942909,-0.570828328,0.568116019,0.817026063,Abcb6
ENSMUSG00000029299,95.45893992,0.161287249,0.282477463,0.570973864,0.568017359,0.817026063,Abcg3
ENSMUSG00000029428,573.4095685,-0.036618107,0.064143968,-0.570873747,0.568085228,0.817026063,Stx2
ENSMUSG00000036686,329.67575,-0.035759488,0.062623976,-0.571019129,0.567986676,0.817026063,Cc2d1a
ENSMUSG00000024079,268.3551139,0.044630449,0.07821085,0.570642676,0.568241884,0.817051222,Eif2ak2
ENSMUSG00000026435,1149.81591,0.125116316,0.219281785,0.570573225,0.568288972,0.817051222,Slc45a3
ENSMUSG00000060019,90.43579379,0.058758582,0.103036572,0.570269183,0.568495139,0.817103466,Gm10073
ENSMUSG00000062352,224.9742643,0.044603768,0.078220186,0.570233469,0.568519359,0.817103466,Itgb1bp1
ENSMUSG00000078817,1623.067561,0.086627944,0.151920435,0.570219164,0.56852906,0.817103466,Nlrp12
ENSMUSG00000022672,138.1005615,-0.051715902,0.090719481,-0.570063912,0.56863435,0.817157175,Prkdc
ENSMUSG00000027293,286.4485636,-0.074207019,0.130275918,-0.569614244,0.568939365,0.817497851,Ehd4
ENSMUSG00000049339,4080.778898,-0.027492758,0.048297412,-0.569238749,0.569194127,0.817766246,Fam134a
ENSMUSG00000039167,288.8367374,0.050596309,0.088929744,0.568946979,0.569392123,0.81795303,Adgrl4
ENSMUSG00000022257,489.1339231,-0.054900625,0.096526668,-0.568761217,0.569518198,0.818036466,Laptm4b
ENSMUSG00000001525,1130.423687,-0.07420451,0.130588199,-0.568232889,0.569876842,0.818180212,Tubb5
ENSMUSG00000021494,709.2466213,-0.025376095,0.044662464,-0.568174983,0.569916157,0.818180212,Ddx41
ENSMUSG00000028062,713.8739986,-0.032174834,0.056604988,-0.568409875,0.569756687,0.818180212,Lamtor2
ENSMUSG00000031672,7714.260157,-0.027670809,0.048717861,-0.567980784,0.570048016,0.818180212,Got2
ENSMUSG00000051934,194.0816907,-0.068475477,0.12057397,-0.567912599,0.570094316,0.818180212,Spats2
ENSMUSG00000052031,82.86585831,0.073987188,0.13027081,0.567949089,0.570069538,0.818180212,Tagap1
ENSMUSG00000074829,182.8408628,-0.065651392,0.115563443,-0.568098274,0.569968239,0.818180212,2010315B03Rik
ENSMUSG00000079197,590.040612,-0.025354233,0.044653254,-0.567802586,0.570169024,0.818189829,Psme2
ENSMUSG00000020717,951.6394673,0.061312221,0.10805875,0.567397094,0.570444424,0.818487401,Pecam1
ENSMUSG00000034563,115.6249912,0.056892706,0.10046285,0.566305918,0.571185838,0.819270726,Ccpg1
ENSMUSG00000042759,66.67150741,0.124380881,0.219661709,0.566238337,0.571231772,0.819270726,Apobr
ENSMUSG00000060073,888.0345407,0.041271543,0.072858329,0.566462936,0.571079122,0.819270726,Psma3
ENSMUSG00000086290,126.3043443,0.064119719,0.113247154,0.566192765,0.571262748,0.819270726,Snhg12
ENSMUSG00000020659,208.5046786,-0.046469032,0.082117602,-0.565883944,0.571472677,0.819429002,Cbll1
ENSMUSG00000071649,533.7019509,-0.038219258,0.067545474,-0.56583003,0.57150933,0.819429002,B3gat3
ENSMUSG00000029059,102.3438332,-0.087524519,0.15473874,-0.565627709,0.571646888,0.819528563,Fam213b
ENSMUSG00000107624,97.34471292,-0.102021967,0.180431445,-0.56543341,0.571779005,0.819620304,Gm44005
ENSMUSG00000017631,278.9100129,0.105211814,0.186156847,0.565178319,0.571952482,0.819673653,Abr
ENSMUSG00000020923,1429.751419,-0.026333779,0.046591029,-0.565211352,0.571930016,0.819673653,Ubtf
ENSMUSG00000026880,1775.943899,-0.046790464,0.082817451,-0.564983142,0.572085231,0.819766247,Stom
ENSMUSG00000009575,473.7141355,-0.037769051,0.066892324,-0.564624583,0.572329141,0.820018089,Cbx5
ENSMUSG00000041481,255.4268937,0.142976617,0.253488778,0.564035292,0.572730114,0.82049488,Serpina3g
ENSMUSG00000031286,72.77081754,-0.059772151,0.106007182,-0.563850012,0.572856212,0.820577818,Glt28d2
ENSMUSG00000034083,179.9406883,0.04323873,0.076711978,0.563650315,0.572992137,0.82067481,Ccdc174
ENSMUSG00000000339,235.0258994,-0.036774253,0.065328675,-0.562911364,0.573495242,0.820684525,Rtca
ENSMUSG00000002265,87.35449471,-0.09719105,0.172681491,-0.562834205,0.573547786,0.820684525,Peg3
ENSMUSG00000020272,262.0972573,0.094678859,0.168155705,0.563042798,0.573405741,0.820684525,Stk10
ENSMUSG00000025050,134.914098,0.055786651,0.099107863,0.562888245,0.573510985,0.820684525,Pcgf6
ENSMUSG00000034168,534.0528826,0.066810354,0.118665768,0.563012861,0.573426126,0.820684525,Irf2bpl
ENSMUSG00000038240,207.3537429,0.041981471,0.074526277,0.563310983,0.57322314,0.820684525,Pdss2
ENSMUSG00000039414,454.8392432,-0.03663996,0.065110079,-0.562738671,0.573612847,0.820684525,Heatr5b
ENSMUSG00000043445,178.1217877,-0.071843989,0.127630006,-0.562908291,0.573497334,0.820684525,Pgp
ENSMUSG00000103715,31.29996939,0.118279883,0.209994062,0.563253464,0.573262301,0.820684525,4933431K14Rik
ENSMUSG00000024181,557.9857487,-0.038143346,0.067814919,-0.562462456,0.573800977,0.82085607,Mrpl28
ENSMUSG00000079505,38.57110398,-0.097206777,0.172893193,-0.562235998,0.573955238,0.820979131,Gm11131
ENSMUSG00000023809,51.11900624,0.082682918,0.147207049,0.561677705,0.574335627,0.821270555,Rps6ka2
ENSMUSG00000024299,298.0231799,-0.062976496,0.112135428,-0.561611059,0.574381044,0.821270555,Adamts10
ENSMUSG00000034930,246.6623541,-0.083072965,0.147930733,-0.56156664,0.574411315,0.821270555,Rtkn
ENSMUSG00000087235,39.16832983,-0.120208664,0.214071068,-0.561536247,0.574432027,0.821270555,Gm4750
ENSMUSG00000079426,669.9423551,0.031301302,0.055755855,0.561399378,0.574525308,0.821306318,Arpc4
ENSMUSG00000060862,205.4001557,-0.074046796,0.132015379,-0.560895226,0.574868965,0.821699954,Zbtb40
ENSMUSG00000003546,1380.272994,0.042437202,0.075724746,0.560413921,0.575197138,0.821747598,Klc4
ENSMUSG00000029581,194.3055002,-0.144763881,0.258174721,-0.560720588,0.57498803,0.821747598,Fscn1
ENSMUSG00000036097,182.0372645,0.05638333,0.100622441,0.560345483,0.57524381,0.821747598,Fam178a
ENSMUSG00000038982,571.4390555,-0.032522719,0.058033904,-0.560408943,0.575200533,0.821747598,Bloc1s5
ENSMUSG00000085315,87.75128026,-0.065860809,0.117521108,-0.560416849,0.575195142,0.821747598,A430018G15Rik
ENSMUSG00000034681,231.7159906,-0.037836962,0.067548317,-0.560146629,0.575379427,0.821837383,Rnps1
ENSMUSG00000040850,1585.784565,0.039497557,0.070524676,0.56005301,0.575443281,0.821837383,Psme4
ENSMUSG00000029911,401.2908073,-0.033508886,0.059877347,-0.559625421,0.575734962,0.822156359,Ssbp1
ENSMUSG00000030588,561.8616578,0.0466806,0.083463022,0.55929678,0.575959193,0.822206973,Yif1b
ENSMUSG00000069744,612.8416548,-0.034638144,0.061934234,-0.559272987,0.575975428,0.822206973,Psmb3
ENSMUSG00000071267,64.88211939,0.080091917,0.143160411,0.559455766,0.575850712,0.822206973,Zfp942
ENSMUSG00000028729,455.6555832,0.045187581,0.080823022,0.559092941,0.576098292,0.822284797,Ebna1bp2
ENSMUSG00000008140,1042.542085,-0.039653471,0.070945514,-0.558928513,0.576210509,0.822339516,Emc10
ENSMUSG00000022472,1173.9813,0.028169913,0.050426223,0.55863619,0.576410036,0.822339516,Desi1
ENSMUSG00000025237,327.5968084,-0.054856853,0.098193348,-0.558661605,0.576392688,0.822339516,Parp6
ENSMUSG00000037112,315.8825054,0.045126373,0.080769157,0.558707984,0.57636103,0.822339516,Sik2
ENSMUSG00000001420,65.21267731,-0.075840021,0.136023217,-0.557552032,0.577150319,0.823200414,Tmem79
ENSMUSG00000050994,37.85918728,0.166463006,0.298547966,0.557575415,0.577134348,0.823200414,Adgb
ENSMUSG00000030447,1298.157321,0.036808545,0.066101587,0.556848132,0.577631195,0.823788633,Cyfip1
ENSMUSG00000070814,73.34453982,-0.093586337,0.168110327,-0.556695944,0.577735189,0.823839286,6330408A02Rik
ENSMUSG00000022821,15320.99509,0.072312955,0.12999631,0.556269289,0.578026778,0.823962106,Hgd
ENSMUSG00000031109,309.4328735,-0.03836835,0.068953966,-0.556434275,0.577914013,0.823962106,Enox2
ENSMUSG00000074577,54.61237145,0.092532489,0.166344417,0.556270482,0.578025963,0.823962106,Fam65c
ENSMUSG00000021210,18067.83079,-0.061557108,0.110734719,-0.555897091,0.578281207,0.824031885,Akr1c6
ENSMUSG00000024228,1550.398575,0.029050276,0.052250018,0.555985952,0.578220459,0.824031885,Nudt12
ENSMUSG00000090841,1202.795262,0.02255812,0.04057427,0.555971055,0.578230642,0.824031885,Myl6
ENSMUSG00000035047,320.917759,0.044013469,0.07920876,0.555664163,0.578440459,0.824161199,Kri1
ENSMUSG00000024667,70.59129782,-0.062447981,0.112412931,-0.555523113,0.578536906,0.824199083,Tmem216
ENSMUSG00000026728,826.3929006,0.107454406,0.193463427,0.555424906,0.578604061,0.824199083,Vim
ENSMUSG00000020154,1647.554551,0.036941609,0.066536791,0.555205744,0.578753941,0.824277722,Ptprb
ENSMUSG00000026192,752.0127867,-0.024244246,0.043672009,-0.55514382,0.578796292,0.824277722,Atic
ENSMUSG00000002010,1860.737627,-0.029311742,0.052886352,-0.554240186,0.579414479,0.824491945,Idh3g
ENSMUSG00000003778,427.5682059,0.034859302,0.062922064,0.554007606,0.57957364,0.824491945,Brd8
ENSMUSG00000006732,187.0049854,0.052297054,0.094523105,0.553272703,0.58007669,0.824491945,Mettl1
ENSMUSG00000022529,288.5382408,0.035936191,0.06490949,0.553635393,0.579828398,0.824491945,Zfp263
ENSMUSG00000024851,203.5518675,-0.098342357,0.177763074,-0.553221514,0.580111737,0.824491945,Pitpnm1
ENSMUSG00000028158,11291.72318,-0.029216175,0.052678281,-0.554615197,0.579157892,0.824491945,Mttp
ENSMUSG00000030403,476.8322351,0.08696609,0.157192208,0.553246824,0.580094408,0.824491945,Vasp
ENSMUSG00000030844,49.91521442,-0.11270703,0.203382765,-0.554162147,0.579467881,0.824491945,Rgs10
ENSMUSG00000031478,67.84820561,-0.064470087,0.116458812,-0.553587018,0.579861512,0.824491945,Nek3
ENSMUSG00000031885,257.8431436,0.040955916,0.073956816,0.553781498,0.579728392,0.824491945,Cbfb
ENSMUSG00000038692,50.08438468,0.085065829,0.153388971,0.554575916,0.579184766,0.824491945,Hoxb4
ENSMUSG00000042606,96.25762884,-0.083201639,0.150021213,-0.554599166,0.57916886,0.824491945,Hirip3
ENSMUSG00000046658,133.0221241,-0.053699684,0.0970417,-0.553367095,0.580012066,0.824491945,Zfp316
